video_id,video_path,signs_detected,signwriting,translation,full_text,duration,fps,time_total_ms,time_pose_extraction_ms,time_segmentation_ms,time_transcription_ms,time_translation_ms,status,error
0av-wKimT9Q-00:00:54.640-00:01:06.659,/work3/s235253/openaslcropped/0av-wKimT9Q-00:00:54.640-00:01:06.659.mp4,1,M500x500S36d00479x467S1dc01503x458S1dc01503x458S1dc01503x458S1dc09477x458,life,life,14.44,25.0,20941.85,19599.69,30.49,1153.12,14.72,success,
1opYrIh0eGc-00:02:59.812-00:03:03.050,/work3/s235253/openaslcropped/1opYrIh0eGc-00:02:59.812-00:03:03.050.mp4,7,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500473x489|M500x500S30000482x483S1dc00497x489S20500482x477|M500x500S30000482x483S1dc00489x472S20500511x517|M500x500S20337482x482S2033f458x482S27100519x473S27114458x473|M500x500S36d00479x472S20332511x477S2033a477x511S26502528x507S26516457x510|M500x500S30007482x483S20600520x489S20600520x474|M500x500S30000482x483S30004482x483S20500520x474S20500470x494S20500518x494S20500470x498S16d10504x470S16d18482x483,2nd|sibling|lesbian|bicycle|jacket|mental|binoculars,2nd sibling lesbian bicycle jacket mental binoculars,3.92,25.0,7246.58,5325.08,14.38,1750.58,113.75,success,
zj71SOX9oCo-00:20:53.125-00:21:00.250,/work3/s235253/openaslcropped/zj71SOX9oCo-00:20:53.125-00:21:00.250.mp4,3,M500x500S36d00479x467S15d31511x478S15d39473x478S22a04511x507S22a04507x507S22a04507x507|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489,young-(situation)|2nd|2nd,young-(situation) 2nd 2nd,6.84,25.0,10567.55,9274.82,19.49,1138.82,62.87,success,
hHxhQ-5ms18-00:11:30.582-00:11:32.086,/work3/s235253/openaslcropped/hHxhQ-5ms18-00:11:30.582-00:11:32.086.mp4,1,M500x500S36d00479x473S15d32473x503S15d32473x503S26500509x473,there,there,1.84,25.0,3684.25,2546.23,10.61,1083.36,22.31,success,
ildCQTeV-3U-00:00:06.339-00:00:09.473,/work3/s235253/openaslcropped/ildCQTeV-3U-00:00:06.339-00:00:09.473.mp4,0,,,,3.04,25.0,4238.69,4191.45,12.62,0.0,0.0,success,
zjhom8jHY3s-00:05:32.360-00:05:38.720,/work3/s235253/openaslcropped/zjhom8jHY3s-00:05:32.360-00:05:38.720.mp4,0,,,,7.64,25.0,10595.54,10494.71,18.35,0.0,0.0,success,
G3zfes_ZL5U-00:04:28.601-00:04:32.505,/work3/s235253/openaslcropped/G3zfes_ZL5U-00:04:28.601-00:04:32.505.mp4,0,,,,3.76,25.0,5162.65,5105.87,13.69,0.0,0.0,success,
zViz5q_jppE-00:06:25.619-00:06:30.857,/work3/s235253/openaslcropped/zViz5q_jppE-00:06:25.619-00:06:30.857.mp4,1,M500x500S15d30489x467S15d30489x467S20600503x489,helpful,helpful,12.56,25.0,18327.22,17109.43,27.24,1044.0,17.26,success,
2Wsw0KI-yQg-00:17:55.000-00:18:05.540,/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:17:55.000-00:18:05.540.mp4,0,,,,10.12,25.0,14141.73,14006.55,23.97,0.0,0.0,success,
EJOkupsVoqc-00:00:16.432-00:00:38.037,/work3/s235253/openaslcropped/EJOkupsVoqc-00:00:16.432-00:00:38.037.mp4,5,M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S36d00480x536S15d31512x517S15d39473x517|M500x500S36d00479x467S36d00480x536S15d31512x517S15d39473x517|M500x500S30000482x483S30004482x483S20500520x474S20500470x485S20500518x472S20500473x472S28807529x489S2881f450x489,lord|lord|welfare|welfare|Egypt,lord lord welfare welfare Egypt,25.92,25.0,37575.95,35370.7,52.49,1814.02,84.69,success,
1aIPXe8ETE0-00:03:43.620-00:04:16.279,/work3/s235253/openaslcropped/1aIPXe8ETE0-00:03:43.620-00:04:16.279.mp4,9,M500x500S36d00479x467S36d00479x528S15d31517x489S15d39467x489|M500x500S36d00479x467S36d00479x530S20330480x503S20330480x503|M500x500S33100482x483S1ed02503x489S21600520x489S21600520x489|M500x500S30000482x483S30004482x483S20600519x512|M500x500S30000482x483S30004482x483S20600519x489|M500x500S30000482x483S30004482x483S14c30482x511S22a04520x489|M500x500S30000482x483S30004482x483S22a04511x526S22a04511x526|M500x500S15030507x478S15030480x478S22a04507x507S22a04507x507|M500x500S30000482x483S30004482x483S22a04511x526S22a04511x526S22a04510x526,House|bag|Conceit|easy|easy|Czech|Philadelphia|heavy|straightahead,House bag Conceit easy easy Czech Philadelphia heavy straightahead,39.2,25.0,56252.92,53666.64,66.14,1978.72,156.97,success,
9TWvWwI3jG4-00:12:49.416-00:13:04.916,/work3/s235253/openaslcropped/9TWvWwI3jG4-00:12:49.416-00:13:04.916.mp4,0,,,,14.88,25.0,20252.74,20074.69,27.39,0.0,0.0,success,
20L1KcP9Zeo-00:07:08.079-00:07:14.819,/work3/s235253/openaslcropped/20L1KcP9Zeo-00:07:08.079-00:07:14.819.mp4,14,M500x500S36a00482x477S18000519x506S18001519x506S22a07519x506|M500x500S36a00482x477S18000512x518S26600S26600p523S26600p526|M500x500S36a00482x477S18000512x518S26604526x526|M500x500S36a00482x477S18000511x512S18000510x511S20500509x511S26504510x532|M500x500S33100482x482S14c00520x489S26600525x467S21600520x489|M500x500S30000482x483S30004482x483S20600519x489|M500x500S36a00482x477S18000503x512S20600489x512|M500x500S36a00482x477S18000511x512S18000510x512S27104528x489|M500x500S36a00482x477S18000512x510S18000511x526S27104528x526|M500x500S36d00479x467S1dc04503x489S1dc0c479x507S26504511x489S26514473x489|M500x500S30000482x483S30004482x483S14c30489x511S22a04512x530|M500x500S36d00479x467S1dc04503x489S1dc0c478x489S20500507x489S20500473x489|M500x500S30007482x482S1dc01510x497S20600519x489|M500x500S20600489x522S20300502x522S20308482x522,thirsty|Feb0uary|depart|Nevermind|outofnose|easy|fullofcovering|(sideview)|(sideview)|slip|slaves|toilet|simple|work,thirsty Feb0uary depart Nevermind outofnose easy fullofcovering (sideview) (sideview) slip slaves toilet simple work,8.12,25.0,11872.95,9934.23,16.8,1619.54,215.31,success,
B7ovyGxt_xk-00:01:28.219-00:01:32.480,/work3/s235253/openaslcropped/B7ovyGxt_xk-00:01:28.219-00:01:32.480.mp4,2,M500x500S36a00482x477S18000512x512S18000511x526S27104528x526|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489,(sideview)|2nd,(sideview) 2nd,4.12,25.0,5995.49,5040.37,10.58,856.57,41.02,success,
3TEQLFpSk2I-00:04:31.560-00:04:39.379,/work3/s235253/openaslcropped/3TEQLFpSk2I-00:04:31.560-00:04:39.379.mp4,0,,,,9.4,25.0,11507.18,11395.29,17.98,0.0,0.0,success,
2-0BoNb-3DE-00:08:20.466-00:08:39.619,/work3/s235253/openaslcropped/2-0BoNb-3DE-00:08:20.466-00:08:39.619.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord,lord,23.0,25.0,29360.47,28209.95,39.19,875.8,15.84,success,
ALW91e6WPTU-00:06:48.574-00:06:51.377,/work3/s235253/openaslcropped/ALW91e6WPTU-00:06:48.574-00:06:51.377.mp4,1,M500x500S36d00479x467S1dc01503x489S1dc01503x489S20500482x489S20500503x489,have,have,2.72,25.0,4293.36,3400.31,8.58,837.29,18.48,success,
336iG0cnp1I-00:07:44.540-00:07:47.060,/work3/s235253/openaslcropped/336iG0cnp1I-00:07:44.540-00:07:47.060.mp4,2,M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512,Feb0uary|Feb0uary,Feb0uary Feb0uary,3.04,25.0,4601.53,3690.75,8.69,827.17,43.17,success,
ey3i9jNcat4-00:01:02.920-00:01:04.480,/work3/s235253/openaslcropped/ey3i9jNcat4-00:01:02.920-00:01:04.480.mp4,2,M500x500S30007482x482S1f501517x510S20600517x472|M500x500S36d00479x467S20332504x467S20332511x517S26502528x517S26507532x517S26507536x517S26511458x517,remember|backpack,remember backpack,1.52,25.0,2849.91,1890.58,6.99,906.73,29.64,success,
8Uba2tgT1nA-00:01:34.025-00:01:39.060,/work3/s235253/openaslcropped/8Uba2tgT1nA-00:01:34.025-00:01:39.060.mp4,0,,,,6.04,25.0,7459.33,7378.71,14.61,0.0,0.0,success,
5-XiLc5yNM4-00:11:03.940-00:11:05.759,/work3/s235253/openaslcropped/5-XiLc5yNM4-00:11:03.940-00:11:05.759.mp4,1,M500x500S30000482x483S1dc00498x474S20500482x474,sibling,sibling,2.2,25.0,3710.75,2728.64,8.05,931.13,18.59,success,
dZQp7OeNINo-00:02:28.115-00:02:32.451,/work3/s235253/openaslcropped/dZQp7OeNINo-00:02:28.115-00:02:32.451.mp4,2,M500x500S36d00479x467S15d31511x478S15d39473x478S22a04512x507S22a14473x507|M500x500S36d00479x467S36d00479x530S15d32519x458S15d32519x458,here|young,here young,5.2,25.0,7302.29,6326.09,11.27,883.81,25.08,success,
zj71SOX9oCo-00:01:28.665-00:01:36.082,/work3/s235253/openaslcropped/zj71SOX9oCo-00:01:28.665-00:01:36.082.mp4,0,,,,7.16,25.0,8854.58,8766.09,16.75,0.0,0.0,success,
ApwxdbyKZM8-00:10:56.879-00:11:05.580,/work3/s235253/openaslcropped/ApwxdbyKZM8-00:10:56.879-00:11:05.580.mp4,3,M500x500S30000482x483S1dc00498x474S20500482x477S26504525x489|M500x500S30000482x482S1dc00497x474S20500482x477S20500509x474S20500482x477|M500x500S36a00482x477S18000518x518S26600482x482S26604519x489,daybeforeyesterday|simple|topassanag0eement,daybeforeyesterday simple topassanag0eement,10.48,25.0,14716.66,13509.49,21.74,1025.69,55.89,success,
CjWTln_pa2E-00:10:38.000-00:10:42.000,/work3/s235253/openaslcropped/CjWTln_pa2E-00:10:38.000-00:10:42.000.mp4,3,M500x500S36d00479x467S36d00479x530S20332519x458S20332519x458S26600545x463S26600545x463|M500x500S36a00482x477S18000510x512S18000510x512S18000510x526|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489,backpack|Feb0uary|2nd,backpack Feb0uary 2nd,4.8,25.0,7481.06,6321.23,16.34,1036.47,51.58,success,
EKX7-U56t84-00:04:03.719-00:04:06.360,/work3/s235253/openaslcropped/EKX7-U56t84-00:04:03.719-00:04:06.360.mp4,0,,,,3.2,25.0,4271.64,4223.39,10.13,0.0,0.0,success,
dffsnvj482I-00:07:18.779-00:07:30.240,/work3/s235253/openaslcropped/dffsnvj482I-00:07:18.779-00:07:30.240.mp4,0,,,,13.76,25.0,18319.41,18150.37,28.32,0.0,0.0,success,
0HzztPiFelY-00:14:19.482-00:14:28.325,/work3/s235253/openaslcropped/0HzztPiFelY-00:14:19.482-00:14:28.325.mp4,0,,,,8.52,25.0,11350.39,11243.86,18.84,0.0,0.0,success,
EslZp7UiTck-00:10:20.552-00:10:26.826,/work3/s235253/openaslcropped/EslZp7UiTck-00:10:20.552-00:10:26.826.mp4,7,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500477x511S20500511x466|M500x500S36d00479x463S1dc04504x489S1dc0c478x489S20500509x489S20500473x489S20500473x489|M500x500S30000482x483S17630517x489S17630517x489S26500547x489|M500x500S33b00482x483S15030504x474S15030509x512S15030480x474|M500x500S15030507x474S15030480x474S20600472x512|M500x500S36d00479x473S37601477x474S15d31516x473S20600467x473|M500x500S33b00482x483S16d30520x497S16d30520x497S16d38463x497,toilet|toilet|okay|disgust|wish|cough|drink,toilet toilet okay disgust wish cough drink,7.56,25.0,11464.66,10030.26,19.87,1235.33,104.34,success,
1cT9kp1pI8A-00:08:45.649-00:09:21.184,/work3/s235253/openaslcropped/1cT9kp1pI8A-00:08:45.649-00:09:21.184.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord,lord,34.08,25.0,46315.28,44526.86,60.3,1356.27,19.79,success,
d-0NivWQG98-00:05:10.149-00:05:25.339,/work3/s235253/openaslcropped/d-0NivWQG98-00:05:10.149-00:05:25.339.mp4,6,M500x500S36d00479x467S36d00479x528S15030510x463S15030510x463S26504510x463S26504510x463|M500x500S36d00479x467S36d00479x536S15d31511x519S15d39473x519|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S33100482x482S14c00521x489|M500x500S36a00482x477S18000510x512S20600467x512|M500x500S33100482x483S14c30504x483S14c30489x467S21600520x473,longfor|House|fullofcovering|nice|fullofcovering|Gasoline,longfor House fullofcovering nice fullofcovering Gasoline,18.24,25.0,25752.62,24121.98,35.1,1318.29,98.04,success,
D9HR4q0vbwE-00:00:08.807-00:00:11.176,/work3/s235253/openaslcropped/D9HR4q0vbwE-00:00:08.807-00:00:11.176.mp4,0,,,,2.28,25.0,3016.23,2975.76,10.01,0.0,0.0,success,
EKX7-U56t84-00:03:13.360-00:03:25.800,/work3/s235253/openaslcropped/EKX7-U56t84-00:03:13.360-00:03:25.800.mp4,2,M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x480S20333477x503S20600465x503,lord|numbers,lord numbers,14.92,25.0,20705.46,19502.55,27.12,989.54,39.47,success,
BYUE92j4p5U-00:04:46.259-00:04:51.839,/work3/s235253/openaslcropped/BYUE92j4p5U-00:04:46.259-00:04:51.839.mp4,3,M500x500S30000482x483S1dc00497x489S20600489x519|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36d00479x467S1dc04504x489S1dc0c489x503,lesbian|Feb0uary|lord,lesbian Feb0uary lord,6.72,25.0,9630.45,8555.98,15.69,939.21,50.61,success,
DOJ2vhDD7Gg-00:00:26.440-00:00:27.679,/work3/s235253/openaslcropped/DOJ2vhDD7Gg-00:00:26.440-00:00:27.679.mp4,2,M500x500S30000482x483S30004482x483S20600514x474|M500x500S33b00482x482S16d32520x497S16d32520x497S16d3a520x497S20500520x497S26512463x498,easy|frog,easy frog,1.52,25.0,3037.27,1939.11,7.65,1044.95,28.39,success,
fTpH5m4OTw4-00:11:46.413-00:11:48.249,/work3/s235253/openaslcropped/fTpH5m4OTw4-00:11:46.413-00:11:48.249.mp4,0,,,,1.8,25.0,2285.88,2255.03,7.25,0.0,0.0,success,
AcOCIO6Yvho-00:09:57.846-00:10:20.119,/work3/s235253/openaslcropped/AcOCIO6Yvho-00:09:57.846-00:10:20.119.mp4,5,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489|M500x500S15030507x480S15030480x480S22a04510x510S22a04510x510|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S36d00480x536S15d31516x467S20600467x473|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x489,2nd|heavy|lord|companion|2nd,2nd heavy lord companion 2nd,21.4,25.0,28368.61,26953.42,35.6,1096.07,67.13,success,
1opYrIh0eGc-00:01:21.882-00:01:22.566,/work3/s235253/openaslcropped/1opYrIh0eGc-00:01:21.882-00:01:22.566.mp4,2,M500x500S2ff00482x483S1ed20504x474S1ed28470x474S20500514x474S22a04514x489|M500x500S33100482x483S1ed32504x488S20600520x474,mother|Greece,mother Greece,0.84,25.0,1924.92,1043.92,6.85,836.06,29.1,success,
0ulVg4h6W9E-00:02:49.368-00:03:17.764,/work3/s235253/openaslcropped/0ulVg4h6W9E-00:02:49.368-00:03:17.764.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489,lord,lord,34.08,25.0,42689.17,41274.64,50.2,1022.3,15.57,success,
0fsBkodUEk0-00:06:19.295-00:06:35.644,/work3/s235253/openaslcropped/0fsBkodUEk0-00:06:19.295-00:06:35.644.mp4,2,M500x500S36a00482x477S18000510x512S18000510x526|M500x500S36d00479x467S1dc04504x458S1dc0c489x458,Feb0uary|lord,Feb0uary lord,15.68,25.0,20738.59,19436.42,31.28,1064.55,44.42,success,
g_Gny24zEVw-00:00:17.339-00:00:18.820,/work3/s235253/openaslcropped/g_Gny24zEVw-00:00:17.339-00:00:18.820.mp4,3,M500x500S30000482x483S30004482x483S20600519x489|M500x500S15030473x489S15030473x489S26500509x473|M500x500S36d00479x473S37605473x474S26603473x474S20335473x512,easy|want|bondage,easy want bondage,1.8,25.0,3613.17,2445.05,8.83,1090.56,48.87,success,
fLZ-ZLa67AI-00:08:55.799-00:09:06.259,/work3/s235253/openaslcropped/fLZ-ZLa67AI-00:08:55.799-00:09:06.259.mp4,0,,,,12.56,25.0,17076.03,16911.76,25.54,0.0,0.0,success,
AKtthktaYps-00:01:08.400-00:01:43.640,/work3/s235253/openaslcropped/AKtthktaYps-00:01:08.400-00:01:43.640.mp4,5,M500x500S30004482x483S1dc01503x489S20600489x519|M500x500S30000482x483S1dc00489x470S20500482x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489,lesbian|sibling|lord|lord|2nd,lesbian sibling lord lord 2nd,42.28,25.0,57934.28,55880.56,70.15,1473.7,89.65,success,
7CyI8OaIPEg-00:00:21.228-00:00:30.280,/work3/s235253/openaslcropped/7CyI8OaIPEg-00:00:21.228-00:00:30.280.mp4,2,M500x500S30000482x483S30004482x483S17630511x512S22a00509x512S22a00509x512|M500x500S33b00482x482S15d30489x536S20600489x526,goat|Gustavo,goat Gustavo,8.72,25.0,13189.33,11941.02,20.05,1103.46,31.39,success,
EKX7-U56t84-00:02:43.031-00:02:47.000,/work3/s235253/openaslcropped/EKX7-U56t84-00:02:43.031-00:02:47.000.mp4,0,,,,4.76,25.0,6552.35,6479.04,14.58,0.0,0.0,success,
yYYYXAAbH7A-00:09:17.557-00:09:41.121,/work3/s235253/openaslcropped/yYYYXAAbH7A-00:09:17.557-00:09:41.121.mp4,1,M500x500S36d00479x467S36d00480x536S15d31517x489S15d39473x489S20600473x489,diar0hea,diar0hea,22.6,25.0,32132.67,30681.06,43.83,1156.64,22.94,success,
zjhom8jHY3s-00:10:01.759-00:10:03.840,/work3/s235253/openaslcropped/zjhom8jHY3s-00:10:01.759-00:10:03.840.mp4,0,,,,2.52,25.0,3663.35,3622.47,11.07,0.0,0.0,success,
C-lM9br1t-c-00:03:40.020-00:03:52.439,/work3/s235253/openaslcropped/C-lM9br1t-c-00:03:40.020-00:03:52.439.mp4,18,M500x500S30000482x483S30004482x483S20600511x512|M500x500S15a37477x488S15a3f504x479S20600504x477|M500x500S36a00482x477S18000503x512S18000503x512S20600489x512|M500x500S30007482x482S1dc01510x497S20600467x481|M500x500S33b00482x483S12817507x503S1281f470x503S20600507x503S20600465x503|M500x500S15030507x480S15038473x480S27100536x507S27114440x507|M500x500S36a00482x477S18000503x512S18000503x512S20600489x526|M500x500S36d00479x473S37601478x473S15d31489x473S20600489x473|M500x500S30000482x483S30004482x483S14400489x497S14400489x497S20500509x497|M500x500S15030507x478S15030480x478S20600463x503|M500x500S15d30489x473S15d30489x473S20600503x489|M500x500S30000482x483S1dc00497x489S20500482x477|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500509x490|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500473x489|M500x500S36d00479x473S37601477x474S20331477x474S20339509x463|M500x500S36d00479x473S37605479x473S37605473x489S37605473x478S15d31518x503|M500x500S15d30489x473S15d30503x473S2b705503x489|M500x500S36d00479x480S15d31503x478S15d39473x478S20500509x497,easy|school|fullofcovering|simple|cookie|gossip|fullofcovering|cough|King|want|study|sibling|2nd|2nd|Scotland|breastfeed|offer|heart,easy school fullofcovering simple cookie gossip fullofcovering cough King want study sibling 2nd 2nd Scotland breastfeed offer heart,14.92,25.0,22810.01,20340.9,30.11,2004.07,288.14,success,
2FvaJMgoK6Q-00:00:26.199-00:00:27.859,/work3/s235253/openaslcropped/2FvaJMgoK6Q-00:00:26.199-00:00:27.859.mp4,1,M500x500S30000482x483S30004482x483S10000512x485S10000512x485S20500520x489S20500473x489,deaf,deaf,2.0,25.0,3924.04,2789.83,10.02,1087.38,14.13,success,
9GhUO_jopI0-00:07:15.279-00:07:27.420,/work3/s235253/openaslcropped/9GhUO_jopI0-00:07:15.279-00:07:27.420.mp4,18,M500x500S36a00482x477S18000511x511S18000510x511|M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x497|M500x500S30001482x482S30007482x482S16d30511x519S16d30482x482|M500x500S36a00482x477S18000510x511S20500482x477|M500x500S36a00482x477S18000512x512S18000503x512S27104528x526|M500x500S36a00482x477S18000512x518S26600519x467S26600519x473|M500x500S36a00482x477S18000511x512S18000510x526|M500x500S36d00479x475S15d33510x497S20600467x503|M500x500S36a00482x477S18000512x518S26600525x503|M500x500S36d00479x467S36d00479x519S1dc01519x519S1dc07519x526S20500526x497S26500545x463|M500x500S36a00482x477S18000512x512S18000511x526|M500x500S30000482x483S30004482x483S20600519x489|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36d00479x467S36d00480x536S15d31511x517S15d39473x517|M500x500S36d00479x467S36d00479x528S15d32511x517S15d32512x517S2b700536x463S2b700545x463S2b710442x463|M500x500S15030510x463S15030480x463S2b704510x489|M500x500S30000482x483S20600511x489S20600463x489|M500x500S36d00479x463S16d40554x463S16d48540x463S26504557x463S26514557x522S20500509x512S20500480x512,(sideview)|drink|brain|Feb0uary|(seeActs28:5)|invoice|Feb0uary|companion|invoice|shoulders|Feb0uary|easy|Feb0uary|welfare|born|want|Finnish|bus,(sideview) drink brain Feb0uary (seeActs28:5) invoice Feb0uary companion invoice shoulders Feb0uary easy Feb0uary welfare born want Finnish bus,14.56,25.0,22686.37,19804.78,30.17,2353.88,353.85,success,
DOJ2vhDD7Gg-00:03:50.639-00:03:53.800,/work3/s235253/openaslcropped/DOJ2vhDD7Gg-00:03:50.639-00:03:53.800.mp4,3,M500x500S30000482x483S1dc00489x470S20500519x473S26504519x489|M500x500S36a00482x477S18000512x518S20600519x512|M500x500S36a00482x477S18000512x518S20600467x518,daybeforeyesterday|neck|fullofcovering,daybeforeyesterday neck fullofcovering,3.8,25.0,6505.16,5133.31,13.35,1248.7,67.24,success,
FmuUP-ysNRY-00:06:07.733-00:06:13.406,/work3/s235253/openaslcropped/FmuUP-ysNRY-00:06:07.733-00:06:13.406.mp4,3,M500x500S36a00482x477S18000510x512S18000510x512S18000510x512|M500x500S15037473x489S1503f473x489S27100504x478|M500x500S36d00479x467S36d00480x536S15d31511x517S15d39467x517,Feb0uary|gossip|House,Feb0uary gossip House,6.84,25.0,10759.71,9385.0,17.55,1233.66,51.25,success,
ziFmcT4dE8I-00:12:02.471-00:12:19.697,/work3/s235253/openaslcropped/ziFmcT4dE8I-00:12:02.471-00:12:19.697.mp4,0,,,,16.56,25.0,22883.53,22673.67,34.52,0.0,0.0,success,
0ozA6CspdcQ-00:04:29.600-00:04:36.959,/work3/s235253/openaslcropped/0ozA6CspdcQ-00:04:29.600-00:04:36.959.mp4,13,M500x500S36d00479x480S15d31511x480S15d39472x503S20500509x474|M500x500S30000482x483S30004482x483S20500503x472S20500503x472S20500503x472S26504519x489S26514463x489S26504520x489|M500x500S2ff00473x472S36110480x497S15030512x472S26500512x473|M500x500S30000482x483S30004482x483S20500504x474S36110489x497S15020504x472S26500512x512|M500x500S2ff00482x464S36110489x485S15020498x485S22a04512x512|M500x500S30000482x483S30004482x483S22a04512x510S22a04512x510S22a04512x510S22a04512x510S22a00512x510S22a10476x490|M500x500S30000482x483S30004482x483S22a04512x512S22a04512x512S22a10474x512S20500512x512S20500473x512S22a00512x512S22a10472x512|M500x500S2ff00473x472S33b10480x490S15a30473x504S15a50486x512S26500511x512S26500512x512|M500x500S30000482x483S30004482x483S20600520x472|M500x500S30000482x483S30004482x483S22a04511x525S22a04511x525S22a04511x525|M500x500S30000482x483S30004482x483S20500495x472S20500496x470S20500496x470S26504520x489S26514463x489S26504526x489|M500x500S30000482x483S30004482x483S20600520x474|M500x500S15d39470x489S1ea41480x496S20600503x480,kindness|Parents|want|hot|serious|ReceptivePLETICKPARAY|parents|car0ot|easy|sweet|Parents|easy|pay,kindness Parents want hot serious ReceptivePLETICKPARAY parents car0ot easy sweet Parents easy pay,8.84,25.0,14338.89,11716.32,19.51,2336.97,226.28,success,
hHxhQ-5ms18-00:08:28.629-00:08:33.700,/work3/s235253/openaslcropped/hHxhQ-5ms18-00:08:28.629-00:08:33.700.mp4,0,,,,6.08,25.0,8403.71,8318.8,16.93,0.0,0.0,success,
Exjh4uwEBhM-00:08:39.580-00:08:54.440,/work3/s235253/openaslcropped/Exjh4uwEBhM-00:08:39.580-00:08:54.440.mp4,5,M500x500S36d00479x467S1dc04503x489S1dc0c478x489S26504507x489S26504507x489|M500x500S30007482x482S15d31517x478|M500x500S36d00479x467S36d00479x530S20332519x458S20332519x458S26600545x463S26600545x463|M500x500S36d00479x467S36d00479x528S15d31517x489S15d39473x489|M500x500S36a00482x477S15d31517x478S15d31517x478S15d39473x478,slip|that|backpack|House|slaughter,slip that backpack House slaughter,17.84,25.0,26068.21,24170.42,33.82,1597.05,90.95,success,
0QgDWB3M47g-00:09:54.039-00:09:55.480,/work3/s235253/openaslcropped/0QgDWB3M47g-00:09:54.039-00:09:55.480.mp4,1,M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500511x489S20500511x489,2nd,2nd,1.76,25.0,3552.01,2414.43,10.87,1088.36,17.61,success,
1Dtihc3VSiQ-00:00:53.479-00:00:54.700,/work3/s235253/openaslcropped/1Dtihc3VSiQ-00:00:53.479-00:00:54.700.mp4,3,M500x500S33b00482x482S20332504x554S20332504x554S26507528x525S26507526x536|M500x500S36d00479x467S1dc04504x489S1dc0c478x489S20500S20500p511S20500p473S20500p489|M500x500S33b00482x482S16d30520x497S16d30520x497S16d38463x497S20500520x497S26510465x498,container|lord|can,container lord can,1.2,25.0,2931.54,1627.73,9.85,1223.77,51.44,success,
gdVQKVcjBO8-00:10:43.120-00:10:45.360,/work3/s235253/openaslcropped/gdVQKVcjBO8-00:10:43.120-00:10:45.360.mp4,0,,,,2.72,25.0,3806.03,3761.6,12.01,0.0,0.0,success,
edY8MnMxLvQ-00:08:31.377-00:08:56.436,/work3/s235253/openaslcropped/edY8MnMxLvQ-00:08:31.377-00:08:56.436.mp4,9,M500x500S36d00479x467S1dc04503x489S1dc0c478x489|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S36a00482x477S18000512x518S20600467x518|M500x500S36d00479x467S1dc04504x489S1dc0c489x503|M500x500S36a00482x477S18000511x512S18000510x512S18000510x512|M500x500S36d00479x467S15d31516x467S20600467x473|M500x500S36d00479x467S1dc04504x489S1dc0c478x489|M500x500S15d30489x467S15d38482x467S20600503x489|M500x500S36d00479x473S37601478x473S15d31503x473S15d39477x473S20500511x473S20500473x473,lord|lord|fullofcovering|lord|Feb0uary|Friend|lord|learn|takeoffone'sneck,lord lord fullofcovering lord Feb0uary Friend lord learn takeoffone'sneck,30.08,25.0,43461.11,41163.42,54.43,1735.21,185.99,success,
5-XiLc5yNM4-00:11:22.466-00:11:24.120,/work3/s235253/openaslcropped/5-XiLc5yNM4-00:11:22.466-00:11:24.120.mp4,0,,,,2.0,25.0,2760.26,2726.14,9.73,0.0,0.0,success,
