video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
ey3i9jNcat4-00:01:02.920-00:01:04.480,e fördert diesen prozess. e fördert e südost.,38.0,,0.014,1.829,2.537,1.994,6.541,e promotes this process. e promotes e south-east.
8Uba2tgT1nA-00:01:34.025-00:01:39.060,es ändert sich vor allem in den nächsten tagen wird es wieder drehen und drehen das wetter so richtig.,151.0,,0.028,8.863,15.331,3.259,27.66,it changes especially in the next days it will turn again and turn the weather so properly.
5-XiLc5yNM4-00:11:03.940-00:11:05.759,der wind zieht richtung südwest.,55.0,,0.015,3.167,4.728,1.4,9.479,the wind pulls south west.
dZQp7OeNINo-00:02:28.115-00:02:32.451,es widt sich langsam aus dem südwesten europas aus den nördlichen landesteilen europas.,130.0,,0.026,7.141,13.981,3.183,24.509,it slowly expands from the south-west of Europe from the northern parts of Europe.
zj71SOX9oCo-00:01:28.665-00:01:36.082,es wechselhaftes wetter mit turbulences und turbulences sorgt für wechselhaftes wetter.,179.0,,0.034,9.193,18.471,3.104,31.002,it changeable weather with turbulences and turbulences ensures changeable weather.
ApwxdbyKZM8-00:10:56.879-00:11:05.580,"e qualitat e, e                          ",262.0,,0.047,13.642,29.043,4.169,47.076,"e quality e, e"
CjWTln_pa2E-00:10:38.000-00:10:42.000,es gibt es drint es gibt es drin drin drin es gibt drin drin in südost.,120.0,,0.026,6.44,12.345,3.009,21.997,there's it in there there's it in there there's in there in south east.
EKX7-U56t84-00:04:03.719-00:04:06.360,"es geht weiter, es geht weiter, es geht los, es geht los.",80.0,,0.019,4.263,7.812,2.051,14.344,"It's going on, it's going on, it's going on, it's going on, it's going on."
dffsnvj482I-00:07:18.779-00:07:30.240,"eax, lüte und süddinland finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland ",344.0,,0.06,19.162,40.206,4.101,63.705,Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland Finland
0HzztPiFelY-00:14:19.482-00:14:28.325,es ändert sich nur wenig an der ostsee aber es ändert sich fast schon das wetter und das heißt es blühen ostsee ostseeküste ostsee sonne ostseeküste e,213.0,,0.038,12.031,23.325,4.111,39.702,it changes only little at the eastern lake but it changes almost already the weather and that means it bloom east sea coast east sea sun east sea coast e
EslZp7UiTck-00:10:20.552-00:10:26.826,es änder sich vor allem in dieser wetterlage wobei es sich mit den stromen blüten im laufe des tages ändert.,189.0,,0.036,10.472,20.641,3.002,34.332,it changed especially in this weather situation whereby it changes with the currents blooms in the course of the day.
1cT9kp1pI8A-00:08:45.649-00:09:21.184,es war ein turbulenceswinkel über russlands rückt über großbritannien rückt über russische lands rückt über russische lands rückt über russische lands rückt über osteuropa ,852.0,,0.139,47.629,97.463,4.146,149.578,it was a turbulence angle over Russia moves over Great Britain moves over Russian lands moves over Russian lands moves over Russian lands moves over Eastern Europe
d-0NivWQG98-00:05:10.149-00:05:25.339,et lucve                            ,456.0,,0.08,25.598,51.456,4.13,81.464,et lucve
D9HR4q0vbwE-00:00:08.807-00:00:11.176,es gibt nebel sturmböen aus diesen hohen mitteleuropan richtung südost.,57.0,,0.015,3.242,5.495,2.625,11.548,there are fog storm gusts from this high central European direction south-east.
EKX7-U56t84-00:03:13.360-00:03:25.800,aufgrund dieser wechselwirkung es entactivt sich presently auch in europe aber also in asia pacific international ecological research center nassa dänemark österreich dänemark schott,373.0,,0.065,21.021,40.832,4.123,66.24,due to this interaction it deactivates presently also in europe but so in asia pacific international ecological research center nassa dänemark österreich dänemark schott
BYUE92j4p5U-00:04:46.259-00:04:51.839,der wind hat heute einen kräftigen böen aus südwestwind hat heute einen kräftigen südostwind.,168.0,,0.032,9.434,18.699,2.687,31.025,the wind today has a strong boeen from south-west wind has a strong south-east wind today.
DOJ2vhDD7Gg-00:00:26.440-00:00:27.679,es gibt es sonne aus sonne und sonne aus sonne und sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus,38.0,,0.012,2.193,2.827,4.131,9.333,there is sun out of sun and sun out of sun and sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun out of sun
fTpH5m4OTw4-00:11:46.413-00:11:48.249,es wechselhaftes wetter.,45.0,,0.014,2.486,3.594,1.716,7.979,There is a changeable weather.
AcOCIO6Yvho-00:09:57.846-00:10:20.119,etabliert sich das programmable wetter in vielen sprachen etabliert kurs für das wetter in vielen sprachen etabliert kurs für das wetter in vielen sprachen etabliert kurs für,535.0,,0.09,29.295,57.51,4.153,91.249,established the programmable weather in many languages established course for the weather in many languages established course for the weather in many languages established course for
1opYrIh0eGc-00:01:21.882-00:01:22.566,"e a, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa,",21.0,,0.01,1.201,0.895,4.126,6.4,"e a, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa,"
0ulVg4h6W9E-00:02:49.368-00:03:17.764,es wurden zwar ändert in den letzten tagen aber in den nächsten tagen et blüht es zwar ändert sich das tautste das heißt et blüht aus es bl,852.0,,0.141,48.018,99.972,4.143,152.476,it was changed in the last days but in the next days et bloom it though changes the tautste that is et bloom from it bl
0fsBkodUEk0-00:06:19.295-00:06:35.644,a global warming summit was held in buenos aires this week. the global warming summit was preceded by a global panel discussion moderated by a global panel discussion moderated by a global panel moderated by a global panel moderated by a global panel moderated by a,392.0,,0.077,22.256,45.32,4.119,71.975,a global warming summit was hero in buenos aires this week. the global warming summit was anticipated by a global panel discussion moderated by a global panel discussion moderated by a global panel moderated by a global panel moderated by a global panel moderated by a global panel moderated by a global panel moderated by a
g_Gny24zEVw-00:00:17.339-00:00:18.820,es gibt stürmische böen mit stürmischen böen.,45.0,,0.013,2.506,3.715,2.172,8.575,there are stormy boes with stormy boes.
fLZ-ZLa67AI-00:08:55.799-00:09:06.259,adolescentes blüht von oland drk polta polta blta polta polta polta polta pol,314.0,,0.055,17.881,35.24,4.138,57.488,adolescentes flowers of oland drk polta polta blta polta polta polta polta polta polta polta polta pol
AKtthktaYps-00:01:08.400-00:01:43.640,"es bläst ein stabiles hybrid form of electromagnetic turbulence characterized by a combination of turbulence, a küste und a lique polar blüen exhibited by a wide range of observable observable",1057.0,,0.172,58.099,119.038,4.155,181.666,"it blows a stable hybrid form of electromagnetic turbulence characterized by a combination of turbulence, a coast and a lique polar blooms exposed by a wide range of observable observable"
7CyI8OaIPEg-00:00:21.228-00:00:30.280,nea europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa ,218.0,,0.041,11.743,23.571,4.112,39.64,nea europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa
EKX7-U56t84-00:02:43.031-00:02:47.000,es hat seinen ausfluss in den östlichen landesteilen es folgt ein strömingswetter.,119.0,,0.025,6.828,12.337,2.511,21.905,it has its outflow in the eastern parts of the country followed by a storm.
yYYYXAAbH7A-00:09:17.557-00:09:41.121,es geht weiter rückwärts in den nächsten schritten in diese ungebritannien es blütt von südost to ost punkt spanien spanien spanien spanien spanien spanien span,565.0,,0.091,31.76,65.081,4.137,101.271,it goes further backwards in the next steps in this unbridannia it blooms from southeast to east point spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain spain
zjhom8jHY3s-00:10:01.759-00:10:03.840,es ändert sich in dieser luft.,63.0,,0.016,3.553,5.471,1.468,10.679,it changes in this air.
C-lM9br1t-c-00:03:40.020-00:03:52.439,"es gibt viele verschiedene strome verschiedene strome verschiedene strome verschiedene strome verschiedene strome kaltluft, polar stroms kaltluft, polar stroms kaltluft, luftmassen kaltluft, luftmas",373.0,,0.063,20.459,40.484,4.109,65.291,"there are many different currents different currents different currents different currents different currents cold air, polar currents cold air, polar currents cold air, air masses cold air, airmas"
2FvaJMgoK6Q-00:00:26.199-00:00:27.859,es gibt es komma und nebel und es gibt es komma und nebel. es gibt es komma und nebel.,50.0,,0.015,2.898,4.822,3.973,11.908,there is a comma and fog and there is a comma and fog. there is a comma and fog.
9GhUO_jopI0-00:07:15.279-00:07:27.420,edffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,364.0,,0.063,20.699,40.533,4.112,65.581,édffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
DOJ2vhDD7Gg-00:03:50.639-00:03:53.800,es gibt sogar ungeblende linie im südosten europas an den küsten europas.,95.0,,0.021,5.371,9.398,3.166,18.132,there is even unblemished line in the south-east of Europe on the coasts of Europe.
FmuUP-ysNRY-00:06:07.733-00:06:13.406,es ändert sich nur langsam am wenigsten aus den hohen mitteleuropan hohen mitteleuropaen hohen mitteleuropa hohen mitteleuropa hohen mitteleuropa hohen mitteleuropa europa hohen mitteleuropa europa hohen mitteleuropa europa ,171.0,,0.032,9.594,18.768,4.1,32.694,it is only slowly changing least from the high central Europe high central Europe high central Europe high central Europe high central Europe high central Europe high central Europe high central Europe high central Europe
ziFmcT4dE8I-00:12:02.471-00:12:19.697,a global warming summit was held in rio de january in rio de januar spanien in a spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien,414.0,,0.069,22.786,46.749,4.132,73.911,a global warming summit was hero in rio de january in rio de januar spain in a spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain Spain
0ozA6CspdcQ-00:04:29.600-00:04:36.959,in dieser linie widen sich lücken auf a pair of horns and a pair of horns a pair of horns a pair of horns a pair of horns a pair of horns.,221.0,,0.046,12.402,24.425,4.109,41.183,"in this line, gaps spread to a pair of horns and a pair of horns a pair of horns a pair of horns a pair of horns a pair of horns a pair of horns."
hHxhQ-5ms18-00:08:28.629-00:08:33.700,es wurde aber erdrischt in den letzten tagen aber heute es hat nicht viel to do.,152.0,,0.03,8.565,16.512,2.251,27.536,but it was threshed in the last days but today it doesn't have much to do.
Exjh4uwEBhM-00:08:39.580-00:08:54.440,hat sich heute schon den heftigens rücken der vergangenen dienstet rückt von einem großen südwesten rückt der osthemische christien aus den osthemischen christien aus.,446.0,,0.078,24.534,48.613,4.159,77.586,Today has already moved from a large south-west the Easthemian christia from the Easthemian christia already the violent rear of the past services.
0QgDWB3M47g-00:09:54.039-00:09:55.480,es widländt sich das wetter weiter richtung südost.,44.0,,0.013,2.122,3.553,1.871,7.728,it widens the weather further south-east.
1Dtihc3VSiQ-00:00:53.479-00:00:54.700,in den südwesten strömt kühle luft zu südost.,30.0,,0.011,1.765,1.986,1.75,5.679,"in the south-west, cool air flows to the south-east."
gdVQKVcjBO8-00:10:43.120-00:10:45.360,es gibt zahlreiche lichtblicke auf den hohen bergen schottland schottland schottland schottland schottland schottland schott,68.0,,0.017,4.089,6.111,4.108,14.499,There are many views of the high mountains of Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland Scotland
edY8MnMxLvQ-00:08:31.377-00:08:56.436,und diese luft ist so eben so wechselhaft dass sich diese luft im laufe des tages ungewöhnlich zurückdreht in den nächsten tagen in den nächsten tagen in den nächsten tagen ungewöhnlich umstände ungewöhnlich,752.0,,0.12,40.974,84.455,4.21,129.962,and this air is so variable that this air in the course of the day turns back unusually unusually in the next days in the next days in the next days
5-XiLc5yNM4-00:11:22.466-00:11:24.120,januar. januar. januar. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден.,50.0,,0.015,2.774,4.582,4.173,11.743,Januar. januar. januar. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден.
EslZp7UiTck-00:13:47.427-00:13:52.030,e e drührt von ost to ost. e hat seinen ausblächt an der östlichen ostsee ostsee. ostsee flüsse ausblüt diese ostsee ostsee ostsee ost,138.0,,0.028,7.611,14.53,4.158,26.506,e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e
8y54C5UiktI-00:02:15.240-00:02:16.206,es liegt auf den seite eines hochdruckzones.,29.0,,0.01,1.519,1.746,1.353,4.795,It lies on the side of a high pressure zone.
3WB3Ca1ocq8-00:03:35.860-00:03:48.659,"während diese laufe des monisjährigen rückt, es ändert sich zumindest zwar in den nächsten tagen aber es ändert sich fast nichts. in den nächsten tagen erwarten uns endeligen strom von hohen temperatur und",384.0,,0.067,20.668,43.336,4.161,68.435,"while this run of the monis year old moves, it changes at least in the next days but it changes almost nothing. in the next days expect us complete current of high temperature and"
9MBFq3hQGB0-00:00:02.319-00:00:11.919,es bläst eine stabile luftmassenlage die von hohen bergen bis ostost ostwärts strömt in den laufe des tages von schwül bis mäßige luftdruck zu uns.,288.0,,0.053,15.602,31.009,4.004,50.841,it blows a stable air mass situation that flows from high mountains to east eastward into the course of the day from humid to moderate air pressure to us.
cfrSyaoWMl0-00:00:13.140-00:00:16.239,e e widt sich langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a,93.0,,0.021,4.85,8.979,4.123,18.148,e e is slowly a wid. e is slowly a wid. e is slowly a wid. e is slowly a wid. e is slowly a wid. e is slowly a
AgraECvNR1A-00:06:48.319-00:06:50.399,es gibt aber auch komplexe spannungs bei den elektronen im südosten schritte.,63.0,,0.016,3.151,5.113,2.335,10.813,"However, there are also complex voltages in the electrons in the southeast steps."
hHxhQ-5ms18-00:04:24.480-00:04:33.160,e                               ,261.0,,0.049,13.274,26.442,4.098,44.038,e
zPiE-DdEphM-00:06:08.802-00:06:10.536,der wetterdienst hat es heute mit guten punkten.,52.0,,0.013,2.812,4.28,1.463,8.737,the weather service has it today with good points.
0ozA6CspdcQ-00:07:11.259-00:07:15.160,"ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ad",117.0,,0.028,6.376,11.262,4.167,22.01,"ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ad"
0av-wKimT9Q-00:02:37.960-00:02:43.497,e e blüht e e hat gotten so groß dass e e e wahrscheinlich auf jeden e linie linie e e blüht e fran fran fran fran fran fran fran,166.0,,0.032,8.287,16.665,4.145,29.329,e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e e
cfrSyaoWMl0-00:07:59.120-00:08:19.199,in dieser ungemütlichen ungemütung es entfängt an diesen etapa ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemüt,602.0,,0.099,30.868,67.082,4.175,102.425,in this uncomfortable discomfort it starts at this tapa uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable
0HzztPiFelY-00:05:10.600-00:05:16.399,die wind dreht sich kräftig auf es dreht sich auf jeden fall richtung südwest.,140.0,,0.029,7.4,14.403,2.615,24.625,the wind turns strongly on it turns on each case direction south west.
AdDxgNZ7nC0-00:14:50.522-00:14:52.825,es bläst ein wachsende wald mit vielen schneefällen.,70.0,,0.017,3.795,6.514,2.144,12.642,it blows a growing forest with many snowfalls.
9C82salEk7w-00:13:06.744-00:13:09.788,"es wid, widt es im südwesten örtlich mit sonne und geflüsse.",73.0,,0.017,3.871,6.798,3.595,14.459,It widens it to the south west with sun and rivers.
4JYInRUHjlY-00:03:05.599-00:03:18.479,ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche unge,387.0,,0.07,21.799,42.955,4.111,69.135,uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable uncomfortable
eK0qbGyQ-eA-00:09:05.418-00:09:08.422,e programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable ,73.0,,0.017,4.149,6.852,4.109,15.3,e programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable
zjhom8jHY3s-00:10:03.840-00:10:05.120,e                               ,39.0,,0.012,1.965,2.748,4.145,9.039,e
24fz_9v18Us-00:04:03.509-00:04:13.887,e                               ,312.0,,0.066,17.724,35.742,4.146,57.879,e
5eWlGWCPPKE-00:08:55.957-00:09:12.041,a quentint e programmed programmed programmed direkte programme programme programmed programmed programmed dire programmed nummer programmed programmed programmed,387.0,,0.066,21.739,43.898,4.154,70.061,a quentint e programd programd programd direct programd programd programd programd programd programd dire programd number programd programd programd programd
3poB5VELd34-00:00:53.070-00:01:05.810,e luft ströme zu england e strömt poland e strömt e luft zu eura und e strömt von osten e strömt e luft zu eura und e strömt von,382.0,,0.067,20.685,43.398,4.116,68.44,e air flows to england e e air flows to eura e air flows to eura e air flows to eura and e air flows to eura e air flows to e
d-0NivWQG98-00:06:51.319-00:06:52.519,am ehesten leuchtet es am rhein.,36.0,,0.013,2.163,4.846,1.767,8.957,It is most likely to shine on the Rhine.
eN0F-yTvds4-00:06:46.620-00:06:48.079,die winkels gibt es fast überall.,44.0,,0.013,2.556,3.941,1.228,7.907,the angles are almost everywhere.
FSTcHQ4yBbw-00:05:39.879-00:05:43.000,es geht aber los mit dem stürmischen wetter bis in den nächsten tagen weiter.,75.0,,0.019,4.13,7.733,1.814,13.87,but it starts with the stormy weather until the next days.
8Pgz-GaUC6M-00:01:40.891-00:01:49.608,rungte rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung ,209.0,,0.04,11.762,23.374,4.108,39.485,"Council Regulation (EEC) No 1408/71 on the application of social security schemes to employed persons, to self-employed persons and to members of their families moving within the Community"
3Vg-kKfUHzI-00:04:45.420-00:04:49.319,e e lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lent,117.0,,0.024,6.734,12.27,4.122,23.328,Total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total total
gdVQKVcjBO8-00:10:37.399-00:10:43.120,es bläst eine stabile wetterlage mit starken böen aus west bis nordwest richtung südost.,172.0,,0.033,9.803,18.586,2.549,31.145,it blows a stable weather situation with strong gusts from west to north-west direction south-east.
4JYInRUHjlY-00:08:12.139-00:08:18.360,während es sich zunächst erst einmal mit den hohen temperatur abordt wird es wahrscheinlich mit stürmischen böen ausüben.,187.0,,0.036,10.521,20.843,3.268,34.869,"while it first arranges itself with the high temperature, it is likely to exercise with stormy gusts."
B7ovyGxt_xk-00:06:41.439-00:06:46.019,es es gibt aber zahlreiche turbulences aus dem océan es gibt aber nur vereinzelt e lichtblicke auf den ster e tauchen vereinzelt schneit e lichtblick auf.,110.0,,0.026,6.458,11.378,4.115,22.154,"However, there are numerous turbulences from the océan there are only isolated views of the light at the top of the sky."
6cF1wysTBio-00:02:30.817-00:02:32.885,die kälte auf den streifen e strömt zu glas.,62.0,,0.016,3.502,5.714,1.656,11.058,the cold on the strips e flows to glass.
