video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time
1cT9kp1pI8A-00:00:03.253-00:00:05.754,januar. januar. januar. januar. januar. januar. januar. januar. januar. januar. januar. januar. janu,60,,0.015,3.136,5.191,4.173,12.716
edY8MnMxLvQ-00:12:47.700-00:12:50.436,es gibt diesen hohen grad in den hohen grad es gibt es es  gibt es e grad werte werte werte werte werte werte werte werte werte werte werte werte werte werte,82,,0.018,4.605,7.737,4.162,16.699
FbZrrTY0h2k-00:03:56.639-00:04:11.159,jahresüber hat es bei vielen großen öffentlichen wetterdiensten beendet dass die weltweite des deutschen wetterdienstes überschritten. die wetterwarnungen des deutschen wetterdienstes war besti,436,,0.08,24.509,48.334,4.108,77.206
8n6wq6QS9Js-00:02:34.340-00:02:41.280,elveţia elveţia elveţia elveţia elveţia elveţia elveţia elveţia elveţia elveţia elveţia elveţia el,209,,0.04,11.582,22.775,4.14,38.736
zCCUZIqwDJw-00:01:39.719-00:01:55.400,e e blü e strahlt aus diesen hohen sphereen hohen sphereen e blü e strahlt aus diesen hohen sphereen hohen spheres e e blü e e ,471,,0.078,26.936,54.047,4.16,85.424
e0bxKJXsUyw-00:10:07.059-00:10:21.320,linthorned grasses sylvanas grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grasses grass,428,,0.074,24.508,48.212,4.16,77.129
dffsnvj482I-00:05:57.040-00:06:07.199,neblig lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub lub,305,,0.054,17.081,34.207,4.117,55.659
AgraECvNR1A-00:05:05.079-00:05:11.879,es gibt zahlreiche turbulences auf den  höhen von osteuropa bis nach südosteuropa es gibt turbulence aus diesen hohen landesteilen.,204,,0.036,11.515,22.451,3.514,37.689
AcOCIO6Yvho-00:10:53.188-00:10:53.985,in südflüssen strömen schnee und südwolken.,20,,0.009,1.125,0.928,1.916,4.143
9GhUO_jopI0-00:08:00.160-00:08:10.740,e a accumulade e accumulade e e e dräha vasta ost ost ost ost ost ost ost ost ost ost ost ost ost ost ost ost ost ost,318,,0.054,18.29,35.828,4.173,58.546
BYUE92j4p5U-00:10:49.960-00:11:00.080,e lt lt lt e lt mit kte he flint lt mit kte e blt lt mit kte hat ,304,,0.053,17.291,34.665,4.105,56.287
5V9VcrKqap0-00:03:05.832-00:03:19.417,e blau blau grün walden walden im laufe des walds walds in sweden walds im südwest part of sweden walds. widwig widwig widwig widwig wid,408,,0.069,22.977,46.66,4.147,74.053
0QgDWB3M47g-00:05:04.500-00:05:20.759,es bläst ein stabiles wetter complex wobei el rückt im laufe der woche mit vielen neblig werten schritte schritte in den jahre spanien schritte schritte schritt,488,,0.08,27.774,55.743,4.116,87.914
B7ovyGxt_xk-00:05:29.300-00:05:34.660,et es hat den hein auf den straße et hat entsprechende warnungen et erhielt es mit den témoins.,129,,0.026,7.217,13.887,3.058,24.367
FSTcHQ4yBbw-00:06:32.000-00:06:41.000,trought e linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie linie ,216,,0.039,12.174,24.192,4.161,40.77
e0bxKJXsUyw-00:04:00.039-00:04:11.400,el hat seinen wald an den küsten also el hat seinen wald an den küsten also el hat seinen wald an den küsten also el hat seinen wald an den küsten,341,,0.063,19.059,37.921,4.113,61.331
4SVP0ShrpN0-00:02:30.332-00:02:45.167,dr. holmberg widtet a zää widdet widdet e zää widdet widdet e tief blau widdet e tief blau widdet e,445,,0.073,27.444,50.45,4.119,82.288
dffsnvj482I-00:05:14.920-00:05:18.959,es gibt es vor allen dingen wahrscheinlich es gibt es es an dieser linie e wahrscheinlich streifen an dieser linie e wahrscheinlich streifen an dieser linie e wahrscheinlich streifen an,122,,0.025,6.945,13.049,4.162,24.359
4JYInRUHjlY-00:04:14.740-00:04:25.459,drüben von ost toost oder ostost im südwesten flüchtig flüsse im südosten oder ostseek im südosten flüsse.,322,,0.056,18.363,35.972,3.654,58.246
zl5Q-PahKrQ-00:00:24.760-00:00:26.120,"ea and kült e, e kült e wit, ja kült e wit. e kült e wit, ja kült e wit, ja kült e wit",41,,0.013,2.256,3.687,4.129,10.257
ildCQTeV-3U-00:05:07.848-00:05:18.942,es gibt so viele verschiedene luftmassen verschiedene richtungen richtung südwestwinde richtung osten südostwinde abhängig von stürmischen böen wind aber auch vereinzelt sturmböen wind,266,,0.048,15.002,29.547,4.142,48.912
CvlyhtXd9e8-00:01:19.612-00:01:31.358,es sorgt dafür dass diese luftdruckzone immer mehr wechselhaftes es wechselhaftes wetter und es sorgt dafür dass e wechselhaftes wetter wechselt.,282,,0.05,16.056,32.092,4.2,52.599
ca4QRwcn6Bg-00:00:44.020-00:00:49.659,es gibt diesen kühlen luftdruck über großbritannien und francos. e hat kinetic dynamism e bläst drina heute im programm dr.,136,,0.028,7.957,15.025,3.843,27.031
zCjNh65JKWs-00:02:34.759-00:02:45.139,ludwig holstein widwig holstein widwig holstein julius holstein widwig holstein widwig holstein widwig holstein widwig holstein widwig holstein widwig holstein ,312,,0.055,17.633,35.919,4.162,57.973
dffsnvj482I-00:05:18.959-00:05:29.259,östlich of frankistan flintland flintland blühem ausderland spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien span,309,,0.056,17.415,35.025,4.096,56.764
4ZWZaCaywiE-00:09:25.360-00:09:27.320,e jubila e florea e jubila e jubila e jubila e jubila e jubila e jubila e jubila e jubila e ju,59,,0.015,3.415,5.775,4.123,13.502
cunzvS3XRX4-00:01:32.591-00:01:50.275,drüben groß l                            ,424,,0.073,23.899,48.67,4.195,77.039
6fjvNHU3utk-00:07:37.557-00:07:50.903,es ist ein wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschönes wunderschön,800,,0.131,45.403,95.109,4.228,145.074
D9HR4q0vbwE-00:16:43.751-00:16:56.306,ungemütliches hoch ungemütliches hoch nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,302,,0.056,17.116,36.117,4.115,57.606
7ZD77TloaUw-00:03:58.259-00:04:15.180,"a lique luftdruckbedeckt enthält lique wands ausbrückt ost de kle, ost rückt ost.kle ost. ost. holt ost. ost. ost. lucht. politischen bl",406,,0.094,22.966,44.414,4.168,71.843
BLVDbsj7Xo4-00:09:54.927-00:10:02.350,e e e e bläst ungewöhnlich von unwetterwarnungen des deutschen wetterdienstes e e wechselhaftes wetter wechselwetter e sorgt für wechselhaftes wetter mit s,178,,0.035,9.848,19.668,4.155,33.882
CvlyhtXd9e8-00:09:49.743-00:09:52.356,es gibt a lot of turbulence in süddeutschland es gibt a lot of turbulence in süddeutschland.,63,,0.015,3.663,5.426,2.8,12.077
1t3Hbvflc40-00:09:27.679-00:09:46.919,es war tellement kalt bei diesen hohen temperaturs obwohl diese anlage schon existed obwohl diese luftmassenanlage schon existed.,577,,0.095,32.288,66.287,3.486,102.358
AgraECvNR1A-00:06:54.600-00:06:57.800,am wärmsten wird es aber am wärmsten wird es aber ebenfalls wechselhaftes wetter.,96,,0.022,5.359,10.098,3.368,19.027
B0jTPtxw3WA-00:08:16.800-00:08:19.279,e jahr e jut. e jut auf europa. e jut auf europa. e jut auf europa. e jut auf europa. jut. e jut auf europa. jut,75,,0.018,4.262,7.43,4.122,16.008
ixq65EiuJ_c-00:03:15.477-00:03:17.000,tiefer luftdruck sorgt für turbulentine turbulentine.,46,,0.022,2.644,3.735,1.527,8.098
8Pgz-GaUC6M-00:03:58.862-00:04:10.375,es bläst ein raus aus blüten und diesen blüten blüste blüste e blüdt e blüdt e rheisch blüd ,277,,0.049,15.322,30.822,4.137,50.531
dOBaV-PhD-s-00:00:13.980-00:00:17.039,in saarland hat es heute einen schönen abend mit friends und family.,92,,0.021,5.159,9.361,1.774,16.488
zCjNh65JKWs-00:11:21.000-00:11:33.779,a large group of circut circut circut surrounded by a large group of circut circut circut surrounded by a large group of circut circut circut surrounded by a large group of circut circut ,384,,0.065,21.589,43.729,4.118,69.702
6cF1wysTBio-00:09:27.399-00:09:40.279,ungemütliches buchdruck das wechselhafte wechselprogramm das wechselhaftes buchdruck das wechselhaftes buch das wechselhaftes buch das wechselhaftes buch das wechselhaftes buch das wechselhaftes buch das wechsel,387,,0.065,21.885,44.21,4.109,70.443
1t3Hbvflc40-00:07:07.519-00:07:39.360,"eagle, eagle, eagle, eagle, eagle, eagle, eagle, eagle, eagle, eagle, eagle, eagle, ea",955,,0.158,54.362,111.029,4.149,169.899
0av-wKimT9Q-00:00:54.640-00:01:06.659,e e bläst ungewöhnlich von turbulence aerodynamics vor allem hier in florien flora e bläst richtung ostsee ostsee ostsee ostsee e e bläst ,361,,0.063,20.333,43.061,4.112,67.744
1opYrIh0eGc-00:02:59.812-00:03:03.050,es bläst ein starkes tauwetter mit böen und stürmischen böen.,98,,0.021,5.639,10.427,2.447,18.736
zj71SOX9oCo-00:20:53.125-00:21:00.250,"europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa.",171,,0.032,9.786,18.917,4.097,33.007
hHxhQ-5ms18-00:11:30.582-00:11:32.086,es gibt sonnenschein.,46,,0.014,2.504,3.787,1.076,7.549
ildCQTeV-3U-00:00:06.339-00:00:09.473,in den hohen mittelgebirgen stürmt es derzeit mit böen und stürmischen böen.,76,,0.016,4.38,7.262,2.43,14.262
zjhom8jHY3s-00:05:32.360-00:05:38.720,a temperaturextreme e jut e e strömt. e e strömt zu osten.,191,,0.036,10.831,20.801,3.271,35.14
G3zfes_ZL5U-00:04:28.601-00:04:32.505,es liegt auf den hohen bergen und hohen talen hohen bergen hohen talen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen hohen,94,,0.021,5.352,9.462,4.122,19.133
zViz5q_jppE-00:06:25.619-00:06:30.857,e l                              ,314,,0.054,17.961,35.604,4.109,57.901
2Wsw0KI-yQg-00:17:55.000-00:18:05.540,e temperatur ändert sich an werte e werte werte werte. e werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte ,253,,0.046,14.13,27.681,4.101,46.159
EJOkupsVoqc-00:00:16.432-00:00:38.037,es bläst ein schwül bis mäßiges oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscillante oscill,648,,0.105,36.153,73.804,4.122,114.384
1aIPXe8ETE0-00:03:43.620-00:04:16.279,"a large number of icebergs were found in a wide variety of habitats, ranging from rocky gorges bis ephemeral gorges inland to ephemeral gorges spanning from schottland to s",980,,0.171,55.588,115.464,4.15,175.575
9TWvWwI3jG4-00:12:49.416-00:13:04.916,es gibt observable errassde temperaturen zwischen werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte,372,,0.067,20.955,44.659,4.156,70.012
20L1KcP9Zeo-00:07:08.079-00:07:14.819,e e bläst voller sonne aus e blästen aber e bläst mit sicherheit voller sonne.,203,,0.04,11.482,23.217,3.712,38.652
B7ovyGxt_xk-00:01:28.219-00:01:32.480,e hat stürmische böen aus e hat stürmische böen e hat stürmische böen e hat stürmische böen e hat stürmische ,103,,0.022,5.184,9.785,4.115,19.283
3TEQLFpSk2I-00:04:31.560-00:04:39.379,a südöstlich südöstlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich östlich ,235,,0.042,12.264,24.328,4.103,40.911
2-0BoNb-3DE-00:08:20.466-00:08:39.619,ungeneintes rückt von osten diese ungeneinteintes ungemütlichen ungemütungen umständlichen ungemütungen umständlichen ungemütungen umständlichen ungemütungen umständlichen ung,575,,0.099,31.167,64.546,4.132,100.145
ALW91e6WPTU-00:06:48.574-00:06:51.377,"e e blüht schritt, schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt e schritt",68,,0.017,3.871,6.482,4.12,14.664
336iG0cnp1I-00:07:44.540-00:07:47.060,ea und ea und ea und ea und eeääääääääääääääääääääääääääääääääääääääääääää,76,,0.018,7.403,7.516,4.14,19.279
ey3i9jNcat4-00:01:02.920-00:01:04.480,e fördert diesen prozess. e fördert e südost.,38,,0.014,1.829,2.537,1.994,6.541
8Uba2tgT1nA-00:01:34.025-00:01:39.060,es ändert sich vor allem in den nächsten tagen wird es wieder drehen und drehen das wetter so richtig.,151,,0.028,8.863,15.331,3.259,27.66
5-XiLc5yNM4-00:11:03.940-00:11:05.759,der wind zieht richtung südwest.,55,,0.015,3.167,4.728,1.4,9.479
dZQp7OeNINo-00:02:28.115-00:02:32.451,es widt sich langsam aus dem südwesten europas aus den nördlichen landesteilen europas.,130,,0.026,7.141,13.981,3.183,24.509
zj71SOX9oCo-00:01:28.665-00:01:36.082,es wechselhaftes wetter mit turbulences und turbulences sorgt für wechselhaftes wetter.,179,,0.034,9.193,18.471,3.104,31.002
ApwxdbyKZM8-00:10:56.879-00:11:05.580,"e qualitat e, e                          ",262,,0.047,13.642,29.043,4.169,47.076
CjWTln_pa2E-00:10:38.000-00:10:42.000,es gibt es drint es gibt es drin drin drin es gibt drin drin in südost.,120,,0.026,6.44,12.345,3.009,21.997
EKX7-U56t84-00:04:03.719-00:04:06.360,"es geht weiter, es geht weiter, es geht los, es geht los.",80,,0.019,4.263,7.812,2.051,14.344
dffsnvj482I-00:07:18.779-00:07:30.240,"eax, lüte und süddinland finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland ",344,,0.06,19.162,40.206,4.101,63.705
0HzztPiFelY-00:14:19.482-00:14:28.325,es ändert sich nur wenig an der ostsee aber es ändert sich fast schon das wetter und das heißt es blühen ostsee ostseeküste ostsee sonne ostseeküste e,213,,0.038,12.031,23.325,4.111,39.702
EslZp7UiTck-00:10:20.552-00:10:26.826,es änder sich vor allem in dieser wetterlage wobei es sich mit den stromen blüten im laufe des tages ändert.,189,,0.036,10.472,20.641,3.002,34.332
1cT9kp1pI8A-00:08:45.649-00:09:21.184,es war ein turbulenceswinkel über russlands rückt über großbritannien rückt über russische lands rückt über russische lands rückt über russische lands rückt über osteuropa ,852,,0.139,47.629,97.463,4.146,149.578
d-0NivWQG98-00:05:10.149-00:05:25.339,et lucve                            ,456,,0.08,25.598,51.456,4.13,81.464
D9HR4q0vbwE-00:00:08.807-00:00:11.176,es gibt nebel sturmböen aus diesen hohen mitteleuropan richtung südost.,57,,0.015,3.242,5.495,2.625,11.548
EKX7-U56t84-00:03:13.360-00:03:25.800,aufgrund dieser wechselwirkung es entactivt sich presently auch in europe aber also in asia pacific international ecological research center nassa dänemark österreich dänemark schott,373,,0.065,21.021,40.832,4.123,66.24
BYUE92j4p5U-00:04:46.259-00:04:51.839,der wind hat heute einen kräftigen böen aus südwestwind hat heute einen kräftigen südostwind.,168,,0.032,9.434,18.699,2.687,31.025
DOJ2vhDD7Gg-00:00:26.440-00:00:27.679,es gibt es sonne aus sonne und sonne aus sonne und sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus sonne aus,38,,0.012,2.193,2.827,4.131,9.333
fTpH5m4OTw4-00:11:46.413-00:11:48.249,es wechselhaftes wetter.,45,,0.014,2.486,3.594,1.716,7.979
AcOCIO6Yvho-00:09:57.846-00:10:20.119,etabliert sich das programmable wetter in vielen sprachen etabliert kurs für das wetter in vielen sprachen etabliert kurs für das wetter in vielen sprachen etabliert kurs für,535,,0.09,29.295,57.51,4.153,91.249
1opYrIh0eGc-00:01:21.882-00:01:22.566,"e a, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa, europa,",21,,0.01,1.201,0.895,4.126,6.4
0ulVg4h6W9E-00:02:49.368-00:03:17.764,es wurden zwar ändert in den letzten tagen aber in den nächsten tagen et blüht es zwar ändert sich das tautste das heißt et blüht aus es bl,852,,0.141,48.018,99.972,4.143,152.476
0fsBkodUEk0-00:06:19.295-00:06:35.644,a global warming summit was held in buenos aires this week. the global warming summit was preceded by a global panel discussion moderated by a global panel discussion moderated by a global panel moderated by a global panel moderated by a global panel moderated by a,392,,0.077,22.256,45.32,4.119,71.975
g_Gny24zEVw-00:00:17.339-00:00:18.820,es gibt stürmische böen mit stürmischen böen.,45,,0.013,2.506,3.715,2.172,8.575
fLZ-ZLa67AI-00:08:55.799-00:09:06.259,adolescentes blüht von oland drk polta polta blta polta polta polta polta pol,314,,0.055,17.881,35.24,4.138,57.488
AKtthktaYps-00:01:08.400-00:01:43.640,"es bläst ein stabiles hybrid form of electromagnetic turbulence characterized by a combination of turbulence, a küste und a lique polar blüen exhibited by a wide range of observable observable",1057,,0.172,58.099,119.038,4.155,181.666
7CyI8OaIPEg-00:00:21.228-00:00:30.280,nea europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa europa ,218,,0.041,11.743,23.571,4.112,39.64
EKX7-U56t84-00:02:43.031-00:02:47.000,es hat seinen ausfluss in den östlichen landesteilen es folgt ein strömingswetter.,119,,0.025,6.828,12.337,2.511,21.905
yYYYXAAbH7A-00:09:17.557-00:09:41.121,es geht weiter rückwärts in den nächsten schritten in diese ungebritannien es blütt von südost to ost punkt spanien spanien spanien spanien spanien spanien span,565,,0.091,31.76,65.081,4.137,101.271
zjhom8jHY3s-00:10:01.759-00:10:03.840,es ändert sich in dieser luft.,63,,0.016,3.553,5.471,1.468,10.679
C-lM9br1t-c-00:03:40.020-00:03:52.439,"es gibt viele verschiedene strome verschiedene strome verschiedene strome verschiedene strome verschiedene strome kaltluft, polar stroms kaltluft, polar stroms kaltluft, luftmassen kaltluft, luftmas",373,,0.063,20.459,40.484,4.109,65.291
2FvaJMgoK6Q-00:00:26.199-00:00:27.859,es gibt es komma und nebel und es gibt es komma und nebel. es gibt es komma und nebel.,50,,0.015,2.898,4.822,3.973,11.908
9GhUO_jopI0-00:07:15.279-00:07:27.420,edffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,364,,0.063,20.699,40.533,4.112,65.581
DOJ2vhDD7Gg-00:03:50.639-00:03:53.800,es gibt sogar ungeblende linie im südosten europas an den küsten europas.,95,,0.021,5.371,9.398,3.166,18.132
FmuUP-ysNRY-00:06:07.733-00:06:13.406,es ändert sich nur langsam am wenigsten aus den hohen mitteleuropan hohen mitteleuropaen hohen mitteleuropa hohen mitteleuropa hohen mitteleuropa hohen mitteleuropa europa hohen mitteleuropa europa hohen mitteleuropa europa ,171,,0.032,9.594,18.768,4.1,32.694
ziFmcT4dE8I-00:12:02.471-00:12:19.697,a global warming summit was held in rio de january in rio de januar spanien in a spanien spanien spanien spanien spanien spanien spanien spanien spanien spanien,414,,0.069,22.786,46.749,4.132,73.911
0ozA6CspdcQ-00:04:29.600-00:04:36.959,in dieser linie widen sich lücken auf a pair of horns and a pair of horns a pair of horns a pair of horns a pair of horns a pair of horns.,221,,0.046,12.402,24.425,4.109,41.183
hHxhQ-5ms18-00:08:28.629-00:08:33.700,es wurde aber erdrischt in den letzten tagen aber heute es hat nicht viel to do.,152,,0.03,8.565,16.512,2.251,27.536
Exjh4uwEBhM-00:08:39.580-00:08:54.440,hat sich heute schon den heftigens rücken der vergangenen dienstet rückt von einem großen südwesten rückt der osthemische christien aus den osthemischen christien aus.,446,,0.078,24.534,48.613,4.159,77.586
0QgDWB3M47g-00:09:54.039-00:09:55.480,es widländt sich das wetter weiter richtung südost.,44,,0.013,2.122,3.553,1.871,7.728
1Dtihc3VSiQ-00:00:53.479-00:00:54.700,in den südwesten strömt kühle luft zu südost.,30,,0.011,1.765,1.986,1.75,5.679
gdVQKVcjBO8-00:10:43.120-00:10:45.360,es gibt zahlreiche lichtblicke auf den hohen bergen schottland schottland schottland schottland schottland schottland schott,68,,0.017,4.089,6.111,4.108,14.499
edY8MnMxLvQ-00:08:31.377-00:08:56.436,und diese luft ist so eben so wechselhaft dass sich diese luft im laufe des tages ungewöhnlich zurückdreht in den nächsten tagen in den nächsten tagen in den nächsten tagen ungewöhnlich umstände ungewöhnlich,752,,0.12,40.974,84.455,4.21,129.962
5-XiLc5yNM4-00:11:22.466-00:11:24.120,januar. januar. januar. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден. ден.,50,,0.015,2.774,4.582,4.173,11.743
EslZp7UiTck-00:13:47.427-00:13:52.030,e e drührt von ost to ost. e hat seinen ausblächt an der östlichen ostsee ostsee. ostsee flüsse ausblüt diese ostsee ostsee ostsee ost,138,,0.028,7.611,14.53,4.158,26.506
8y54C5UiktI-00:02:15.240-00:02:16.206,es liegt auf den seite eines hochdruckzones.,29,,0.01,1.519,1.746,1.353,4.795
3WB3Ca1ocq8-00:03:35.860-00:03:48.659,"während diese laufe des monisjährigen rückt, es ändert sich zumindest zwar in den nächsten tagen aber es ändert sich fast nichts. in den nächsten tagen erwarten uns endeligen strom von hohen temperatur und",384,,0.067,20.668,43.336,4.161,68.435
9MBFq3hQGB0-00:00:02.319-00:00:11.919,es bläst eine stabile luftmassenlage die von hohen bergen bis ostost ostwärts strömt in den laufe des tages von schwül bis mäßige luftdruck zu uns.,288,,0.053,15.602,31.009,4.004,50.841
cfrSyaoWMl0-00:00:13.140-00:00:16.239,e e widt sich langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a wid. e widt sich ja langsam a,93,,0.021,4.85,8.979,4.123,18.148
AgraECvNR1A-00:06:48.319-00:06:50.399,es gibt aber auch komplexe spannungs bei den elektronen im südosten schritte.,63,,0.016,3.151,5.113,2.335,10.813
hHxhQ-5ms18-00:04:24.480-00:04:33.160,e                               ,261,,0.049,13.274,26.442,4.098,44.038
zPiE-DdEphM-00:06:08.802-00:06:10.536,der wetterdienst hat es heute mit guten punkten.,52,,0.013,2.812,4.28,1.463,8.737
0ozA6CspdcQ-00:07:11.259-00:07:15.160,"ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ada, ad",117,,0.028,6.376,11.262,4.167,22.01
0av-wKimT9Q-00:02:37.960-00:02:43.497,e e blüht e e hat gotten so groß dass e e e wahrscheinlich auf jeden e linie linie e e blüht e fran fran fran fran fran fran fran,166,,0.032,8.287,16.665,4.145,29.329
cfrSyaoWMl0-00:07:59.120-00:08:19.199,in dieser ungemütlichen ungemütung es entfängt an diesen etapa ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemüt,602,,0.099,30.868,67.082,4.175,102.425
0HzztPiFelY-00:05:10.600-00:05:16.399,die wind dreht sich kräftig auf es dreht sich auf jeden fall richtung südwest.,140,,0.029,7.4,14.403,2.615,24.625
AdDxgNZ7nC0-00:14:50.522-00:14:52.825,es bläst ein wachsende wald mit vielen schneefällen.,70,,0.017,3.795,6.514,2.144,12.642
9C82salEk7w-00:13:06.744-00:13:09.788,"es wid, widt es im südwesten örtlich mit sonne und geflüsse.",73,,0.017,3.871,6.798,3.595,14.459
4JYInRUHjlY-00:03:05.599-00:03:18.479,ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche ungemütliche unge,387,,0.07,21.799,42.955,4.111,69.135
eK0qbGyQ-eA-00:09:05.418-00:09:08.422,e programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable programmable ,73,,0.017,4.149,6.852,4.109,15.3
zjhom8jHY3s-00:10:03.840-00:10:05.120,e                               ,39,,0.012,1.965,2.748,4.145,9.039
24fz_9v18Us-00:04:03.509-00:04:13.887,e                               ,312,,0.066,17.724,35.742,4.146,57.879
5eWlGWCPPKE-00:08:55.957-00:09:12.041,a quentint e programmed programmed programmed direkte programme programme programmed programmed programmed dire programmed nummer programmed programmed programmed,387,,0.066,21.739,43.898,4.154,70.061
3poB5VELd34-00:00:53.070-00:01:05.810,e luft ströme zu england e strömt poland e strömt e luft zu eura und e strömt von osten e strömt e luft zu eura und e strömt von,382,,0.067,20.685,43.398,4.116,68.44
d-0NivWQG98-00:06:51.319-00:06:52.519,am ehesten leuchtet es am rhein.,36,,0.013,2.163,4.846,1.767,8.957
eN0F-yTvds4-00:06:46.620-00:06:48.079,die winkels gibt es fast überall.,44,,0.013,2.556,3.941,1.228,7.907
FSTcHQ4yBbw-00:05:39.879-00:05:43.000,es geht aber los mit dem stürmischen wetter bis in den nächsten tagen weiter.,75,,0.019,4.13,7.733,1.814,13.87
8Pgz-GaUC6M-00:01:40.891-00:01:49.608,rungte rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung rung ,209,,0.04,11.762,23.374,4.108,39.485
3Vg-kKfUHzI-00:04:45.420-00:04:49.319,e e lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lente lent,117,,0.024,6.734,12.27,4.122,23.328
gdVQKVcjBO8-00:10:37.399-00:10:43.120,es bläst eine stabile wetterlage mit starken böen aus west bis nordwest richtung südost.,172,,0.033,9.803,18.586,2.549,31.145
4JYInRUHjlY-00:08:12.139-00:08:18.360,während es sich zunächst erst einmal mit den hohen temperatur abordt wird es wahrscheinlich mit stürmischen böen ausüben.,187,,0.036,10.521,20.843,3.268,34.869
B7ovyGxt_xk-00:06:41.439-00:06:46.019,es es gibt aber zahlreiche turbulences aus dem océan es gibt aber nur vereinzelt e lichtblicke auf den ster e tauchen vereinzelt schneit e lichtblick auf.,110,,0.026,6.458,11.378,4.115,22.154
6cF1wysTBio-00:02:30.817-00:02:32.885,die kälte auf den streifen e strömt zu glas.,62,,0.016,3.502,5.714,1.656,11.058
EiPus06oKy0-00:00:25.160-00:00:26.640,slove ihnen im südwesten europa.,45,,0.013,2.673,3.785,2.629,9.272
9sFoofToRqM-00:10:12.000-00:10:15.457,es gibt ein wetterwarning an den mittelmeer hat es ja wartet derzeit ein wartet auf unserem wetter.,83,,0.019,5.903,9.418,2.676,18.192
AdDxgNZ7nC0-00:18:03.082-00:18:22.101,e                               ,570,,0.099,32.819,67.488,4.183,104.79
8Pgz-GaUC6M-00:09:49.004-00:10:16.282,wuhl das wetter ändert sich fast es ändert sich es raus raus obra raus obra raus obra raus obra raus obra raus obra,655,,0.112,37.33,74.738,4.179,116.56
3zBcV4VQ2lg-00:06:54.980-00:07:01.379,"in syttävä, таки,,,,,,,,,,,,,,,,, ",192,,0.039,11.028,21.741,4.152,37.16
ezAvfUPI1To-00:09:18.279-00:09:28.879,ludwig holstein wohnt großbritannien während elbe großbritannien liegt just an der küste zwischen ostsee und thüringen.,318,,0.057,18.199,35.894,3.13,57.453
0ozA6CspdcQ-00:00:07.919-00:00:09.339,christias. christia christia christia christia christia christia christia christia christia christia christia christia christia christia ,43,,0.013,2.386,3.776,4.164,10.541
j2iRHiIYtTg-00:09:45.418-00:09:48.421,es roart roart und es schüttet große trächtige luft im südwesten deutschlands mit starken böen mit böen und stürmischen böen.,90,,0.021,5.125,9.433,4.098,18.854
cunzvS3XRX4-00:08:24.461-00:08:36.307,es gibt einige gebiete werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte ,285,,0.049,16.509,32.293,4.166,53.191
zCCUZIqwDJw-00:09:36.320-00:09:43.320,in dieser südlichen ostsee etkint ihnen eine ostsee ostseeküste während es von dieser ostseeküste abgesehen drängt.,210,,0.047,11.998,23.69,3.5,39.437
