cropped_video_path,cropped_video_filename,tsv_row_index,vid,yid,start,end,raw_text,tokenized_text,gloss,split
/work3/s235253/openaslcropped/BYUE92j4p5U-00:00:11.019-00:00:15.160.mp4,BYUE92j4p5U-00:00:11.019-00:00:15.160.mp4,22925,BYUE92j4p5U-00:00:11.019-00:00:15.160,BYUE92j4p5U,00:00:11.019,00:00:15.160,Welcome to Sign1News live.,welcome to sign1news live,,train
/work3/s235253/openaslcropped/1nJ_iACyuR8-00:00:09.599-00:00:11.060.mp4,1nJ_iACyuR8-00:00:09.599-00:00:11.060.mp4,12800,1nJ_iACyuR8-00:00:09.599-00:00:11.060,1nJ_iACyuR8,00:00:09.599,00:00:11.060,Welcome to Sign1News.,welcome to sign1news,,train
/work3/s235253/openaslcropped/dATJBSktK3w-00:08:56.179-00:09:04.980.mp4,dATJBSktK3w-00:08:56.179-00:09:04.980.mp4,14352,dATJBSktK3w-00:08:56.179-00:09:04.980,dATJBSktK3w,00:08:56.179,00:09:04.980,"Browning, who is known as the ""real-life Ironman"" reached speeds of more than 85 mph.",browning who is known as the real life ironman reached speeds of more than 85 mph,,train
/work3/s235253/openaslcropped/ic9LAfKoFTA-00:00:57.848-00:01:06.566.mp4,ic9LAfKoFTA-00:00:57.848-00:01:06.566.mp4,6797,ic9LAfKoFTA-00:00:57.848-00:01:06.566,ic9LAfKoFTA,00:00:57.848,00:01:06.566,"In Northern California, heavy snow and downed trees caused blackouts.",in northern california heavy snow and downed trees caused blackouts,,train
/work3/s235253/openaslcropped/BVrZ2mPsdS0-00:05:19.625-00:05:30.040.mp4,BVrZ2mPsdS0-00:05:19.625-00:05:30.040.mp4,10089,BVrZ2mPsdS0-00:05:19.625-00:05:30.040,BVrZ2mPsdS0,00:05:19.625,00:05:30.040,"To convict Trump and remove him from the Oval Office, 67 out of 100 senators would have to vote for it.",to convict trump and remove him from the oval office 67 out of 100 senators would have to vote for it,,train
/work3/s235253/openaslcropped/BYUE92j4p5U-00:09:25.559-00:09:34.480.mp4,BYUE92j4p5U-00:09:25.559-00:09:34.480.mp4,23455,BYUE92j4p5U-00:09:25.559-00:09:34.480,BYUE92j4p5U,00:09:25.559,00:09:34.480,Residents stood by their windows and balconies and danced along.,residents stood by their windows and balconies and danced along,,train
/work3/s235253/openaslcropped/8jjWexiKjCQ-00:10:17.041-00:10:38.416.mp4,8jjWexiKjCQ-00:10:17.041-00:10:38.416.mp4,4671,8jjWexiKjCQ-00:10:17.041-00:10:38.416,8jjWexiKjCQ,00:10:17.041,00:10:38.416,Scientists and environmental activists are sure to point to the above examples on what  humans can do to reduce the spread of pollution that can contribute to health issues or climate change.,scientists and environmental activists are sure to point to the above examples on what humans can do to reduce the spread of pollution that can contribute to health issues or climate change,,train
/work3/s235253/openaslcropped/G3zfes_ZL5U-00:07:50.069-00:07:54.740.mp4,G3zfes_ZL5U-00:07:50.069-00:07:54.740.mp4,2253,G3zfes_ZL5U-00:07:50.069-00:07:54.740,G3zfes_ZL5U,00:07:50.069,00:07:54.740,Orientation is about attraction not preference.,orientation is about attraction not preference,,train
/work3/s235253/openaslcropped/Exjh4uwEBhM-00:01:55.295-00:01:58.560.mp4,Exjh4uwEBhM-00:01:55.295-00:01:58.560.mp4,5887,Exjh4uwEBhM-00:01:55.295-00:01:58.560,Exjh4uwEBhM,00:01:55.295,00:01:58.560,Thanks to them and you three.,thanks to them and you three,,train
/work3/s235253/openaslcropped/1nJ_iACyuR8-00:03:57.280-00:04:06.000.mp4,1nJ_iACyuR8-00:03:57.280-00:04:06.000.mp4,14745,1nJ_iACyuR8-00:03:57.280-00:04:06.000,1nJ_iACyuR8,00:03:57.280,00:04:06.000,"Tesla is now offering a cheaper version of its lowest priced car, the Model 3.",tesla is now offering a cheaper version of its lowest priced car the model 3,,train
/work3/s235253/openaslcropped/d-0NivWQG98-00:04:55.500-00:05:01.160.mp4,d-0NivWQG98-00:04:55.500-00:05:01.160.mp4,17390,d-0NivWQG98-00:04:55.500-00:05:01.160,d-0NivWQG98,00:04:55.500,00:05:01.160,Passengers would not be screened a small airports instead they will be screened upon arrival in a large airport.,passengers would not be screened a small airports instead they will be screened upon arrival in a large airport,,train
/work3/s235253/openaslcropped/y0_Id80EZ2Y-00:00:06.807-00:00:21.355.mp4,y0_Id80EZ2Y-00:00:06.807-00:00:21.355.mp4,11466,y0_Id80EZ2Y-00:00:06.807-00:00:21.355,y0_Id80EZ2Y,00:00:06.807,00:00:21.355,"A Deaf artist from Rochester, Dylan Panarra, created a complete 78-card ASL Tarot deck.",a deaf artist from rochester dylan panarra created a complete 78 card asl tarot deck,,train
/work3/s235253/openaslcropped/4ZWZaCaywiE-00:09:27.379-00:09:30.519.mp4,4ZWZaCaywiE-00:09:27.379-00:09:30.519.mp4,13794,4ZWZaCaywiE-00:09:27.379-00:09:30.519,4ZWZaCaywiE,00:09:27.379,00:09:30.519,Your language.,your language,,train
/work3/s235253/openaslcropped/Ct-0LgiwtBs-00:08:03.240-00:08:15.860.mp4,Ct-0LgiwtBs-00:08:03.240-00:08:15.860.mp4,16119,Ct-0LgiwtBs-00:08:03.240-00:08:15.860,Ct-0LgiwtBs,00:08:03.240,00:08:15.860,They also poured an unknown chemical on him and put a rope around his neck before fleeing the scene.,they also poured an unknown chemical on him and put a rope around his neck before fleeing the scene,,train
/work3/s235253/openaslcropped/8NrrsmlzppU-00:02:12.520-00:02:55.360.mp4,8NrrsmlzppU-00:02:12.520-00:02:55.360.mp4,23705,8NrrsmlzppU-00:02:12.520-00:02:55.360,8NrrsmlzppU,00:02:12.520,00:02:55.360,"But an official with Kaiser Permanente in California says they are committed to ensuring ""healthcare workers have the right level of protective equipment"" and the procedures it's using ""to screen, test and care for healthcare workers and patients suspected or confirmed to have Covid-19 are aligned with the latest science and guidance from public health authorities.",but an official with kaiser permanente in california says they are committed to ensuring healthcare workers have the right level of protective equipment and the procedures it 's using to screen test and care for healthcare workers and patients suspected or confirmed to have covid-19 are aligned with the latest science and guidance from public health authorities,,train
/work3/s235253/openaslcropped/yH_kzYMc0dE-00:10:28.539-00:10:34.679.mp4,yH_kzYMc0dE-00:10:28.539-00:10:34.679.mp4,2461,yH_kzYMc0dE-00:10:28.539-00:10:34.679,yH_kzYMc0dE,00:10:28.539,00:10:34.679,(I got a source who s confirmed that there's been an emergency meeting hosted and that the faculty are monitoring this situation with concern.),i got a source who s confirmed that there 's been an emergency meeting hosted and that the faculty are monitoring this situation with concern,,train
/work3/s235253/openaslcropped/edY8MnMxLvQ-00:07:24.576-00:08:08.987.mp4,edY8MnMxLvQ-00:07:24.576-00:08:08.987.mp4,9939,edY8MnMxLvQ-00:07:24.576-00:08:08.987,edY8MnMxLvQ,00:07:24.576,00:08:08.987,"In Russia, voters supported a proposal to change the country's constitution to make it possible for President Vladimir Putin to remain in power until 2036 by allowing Putin to run for two more six-year terms after his current term expires.",in russia voters supported a proposal to change the country 's constitution to make it possible for president vladimir putin to remain in power until 2036 by allowing putin to run for two more six-year terms after his current term expires,,train
/work3/s235253/openaslcropped/G34h0hn3T5k-00:14:57.687-00:15:03.693.mp4,G34h0hn3T5k-00:14:57.687-00:15:03.693.mp4,6438,G34h0hn3T5k-00:14:57.687-00:15:03.693,G34h0hn3T5k,00:14:57.687,00:15:03.693,They're in jail and are facing multiple murder and attempted murder charges.,they 're in jail and are facing multiple murder and attempted murder charges,,train
/work3/s235253/openaslcropped/FqVslwH0lNU-00:04:12.039-00:04:25.199.mp4,FqVslwH0lNU-00:04:12.039-00:04:25.199.mp4,12497,FqVslwH0lNU-00:04:12.039-00:04:25.199,FqVslwH0lNU,00:04:12.039,00:04:25.199,"Despite a major disaster declaration for Nebraska by President Trump, some farmers and ranchers are still not sure how they will recover.",despite a major disaster declaration for nebraska by president trump some farmers and ranchers are still not sure how they will recover,,train
/work3/s235253/openaslcropped/gdVQKVcjBO8-00:00:04.599-00:00:20.320.mp4,gdVQKVcjBO8-00:00:04.599-00:00:20.320.mp4,10883,gdVQKVcjBO8-00:00:04.599-00:00:20.320,gdVQKVcjBO8,00:00:04.599,00:00:20.320,"Detective Kreutzer was sitting down and reading from a transcript of his second interview with Mavrick Fisher, this time in Lake County.",detective kreutzer was sitting down and reading from a transcript of his second interview with mavrick fisher this time in lake county,,train
/work3/s235253/openaslcropped/0JWnUGQrtIs-00:02:21.300-00:02:33.319.mp4,0JWnUGQrtIs-00:02:21.300-00:02:33.319.mp4,23166,0JWnUGQrtIs-00:02:21.300-00:02:33.319,0JWnUGQrtIs,00:02:21.300,00:02:33.319,"One woman yelled ""What you are doing is allowing someone who actually violated a woman to sit on the Supreme Court!""",one woman yelled what you are doing is allowing someone who actually violated a woman to sit on the supreme court,,train
/work3/s235253/openaslcropped/AgraECvNR1A-00:02:01.480-00:02:10.639.mp4,AgraECvNR1A-00:02:01.480-00:02:10.639.mp4,15794,AgraECvNR1A-00:02:01.480-00:02:10.639,AgraECvNR1A,00:02:01.480,00:02:10.639,However law enforcement officials say paramedics gave her Narcan when they arrived at her home.,however law enforcement officials say paramedics gave her narcan when they arrived at her home,,train
/work3/s235253/openaslcropped/iFAIfRLaB64-00:04:08.280-00:04:10.280.mp4,iFAIfRLaB64-00:04:08.280-00:04:10.280.mp4,20023,iFAIfRLaB64-00:04:08.280-00:04:10.280,iFAIfRLaB64,00:04:08.280,00:04:10.280,"So even if you get two more seconds, you ve lost more time.",so even if you get two more seconds you ve lost more time,,train
/work3/s235253/openaslcropped/fKp-LcL_C0g-00:03:29.240-00:03:31.659.mp4,fKp-LcL_C0g-00:03:29.240-00:03:31.659.mp4,23322,fKp-LcL_C0g-00:03:29.240-00:03:31.659,fKp-LcL_C0g,00:03:29.240,00:03:31.659,That's when mosquitoes are most active.,that 's when mosquitoes are most active,,train
/work3/s235253/openaslcropped/iFAIfRLaB64-00:09:44.399-00:09:50.679.mp4,iFAIfRLaB64-00:09:44.399-00:09:50.679.mp4,20032,iFAIfRLaB64-00:09:44.399-00:09:50.679,iFAIfRLaB64,00:09:44.399,00:09:50.679,"When you play against Finland, it s impossible to count them out!",when you play against finland it s impossible to count them out,,train
/work3/s235253/openaslcropped/20L1KcP9Zeo-00:02:22.139-00:02:43.520.mp4,20L1KcP9Zeo-00:02:22.139-00:02:43.520.mp4,23077,20L1KcP9Zeo-00:02:22.139-00:02:43.520,20L1KcP9Zeo,00:02:22.139,00:02:43.520,"Although the CDC's guidance favors reopening schools, it also recommends keeping them closed in cases of substantial, uncontrolled coronavirus transmission.",although the cdc 's guidance favors reopening schools it also recommends keeping them closed in cases of substantial uncontrolled coronavirus transmission,,train
/work3/s235253/openaslcropped/CUIp1T0qhWs-00:18:37.907-00:18:51.505.mp4,CUIp1T0qhWs-00:18:37.907-00:18:51.505.mp4,10228,CUIp1T0qhWs-00:18:37.907-00:18:51.505,CUIp1T0qhWs,00:18:37.907,00:18:51.505,Bailey said he first learned about this when he sat at the same table as Shirk and had a conversation several months ago.,bailey said he first learned about this when he sat at the same table as shirk and had a conversation several months ago,,train
/work3/s235253/openaslcropped/e0bxKJXsUyw-00:05:24.600-00:05:38.379.mp4,e0bxKJXsUyw-00:05:24.600-00:05:38.379.mp4,17564,e0bxKJXsUyw-00:05:24.600-00:05:38.379,e0bxKJXsUyw,00:05:24.600,00:05:38.379,"Wednesday Lebanon's health minister said hundreds have been reported missing, raising fears that the death toll will rise.",wednesday lebanon 's health minister said hundreds have been reported missing raising fears that the death toll will rise,,train
/work3/s235253/openaslcropped/81CrZCgo5ck-00:03:25.840-00:03:31.120.mp4,81CrZCgo5ck-00:03:25.840-00:03:31.120.mp4,3088,81CrZCgo5ck-00:03:25.840-00:03:31.120,81CrZCgo5ck,00:03:25.840,00:03:31.120,You can still call your local offices.,you can still call your local offices,,train
/work3/s235253/openaslcropped/ic9LAfKoFTA-00:06:36.687-00:06:42.151.mp4,ic9LAfKoFTA-00:06:36.687-00:06:42.151.mp4,6726,ic9LAfKoFTA-00:06:36.687-00:06:42.151,ic9LAfKoFTA,00:06:36.687,00:06:42.151,His biggest challenge will be the general election in November 2020.,his biggest challenge will be the general election in november 2020,,train
/work3/s235253/openaslcropped/gdVQKVcjBO8-00:07:18.466-00:07:20.560.mp4,gdVQKVcjBO8-00:07:18.466-00:07:20.560.mp4,11336,gdVQKVcjBO8-00:07:18.466-00:07:20.560,gdVQKVcjBO8,00:07:18.466,00:07:20.560,STINKS!,stinks,,train
/work3/s235253/openaslcropped/dZQp7OeNINo-00:04:53.860-00:04:55.661.mp4,dZQp7OeNINo-00:04:53.860-00:04:55.661.mp4,20457,dZQp7OeNINo-00:04:53.860-00:04:55.661,dZQp7OeNINo,00:04:53.860,00:04:55.661,Happy Pride!,happy pride,,train
/work3/s235253/openaslcropped/ApwxdbyKZM8-00:12:45.399-00:12:47.703.mp4,ApwxdbyKZM8-00:12:45.399-00:12:47.703.mp4,13182,ApwxdbyKZM8-00:12:45.399-00:12:47.703,ApwxdbyKZM8,00:12:45.399,00:12:47.703,I love my Chicken Parmigiana!,i love my chicken parmigiana,,train
/work3/s235253/openaslcropped/zjhom8jHY3s-00:00:45.960-00:00:53.479.mp4,zjhom8jHY3s-00:00:45.960-00:00:53.479.mp4,15254,zjhom8jHY3s-00:00:45.960-00:00:53.479,zjhom8jHY3s,00:00:45.960,00:00:53.479,The victim's name was Trinity Love Jones of Los Angeles County.,the victim 's name was trinity love jones of los angeles county,,train
/work3/s235253/openaslcropped/Exjh4uwEBhM-00:07:12.879-00:07:18.560.mp4,Exjh4uwEBhM-00:07:12.879-00:07:18.560.mp4,4811,Exjh4uwEBhM-00:07:12.879-00:07:18.560,Exjh4uwEBhM,00:07:12.879,00:07:18.560,"But after the letters we wrote and the protests, they decided to go with it.",but after the letters we wrote and the protests they decided to go with it,,train
/work3/s235253/openaslcropped/D9HR4q0vbwE-00:25:22.604-00:25:31.904.mp4,D9HR4q0vbwE-00:25:22.604-00:25:31.904.mp4,21318,D9HR4q0vbwE-00:25:22.604-00:25:31.904,D9HR4q0vbwE,00:25:22.604,00:25:31.904,I expect them to finally listen and that's the only one damn thing I want and it's for them to listen to us!,i expect them to finally listen and that 's the only one damn thing i want and it 's for them to listen to us,,train
/work3/s235253/openaslcropped/g_Gny24zEVw-00:01:29.519-00:01:30.340.mp4,g_Gny24zEVw-00:01:29.519-00:01:30.340.mp4,3701,g_Gny24zEVw-00:01:29.519-00:01:30.340,g_Gny24zEVw,00:01:29.519,00:01:30.340,Nyle?,nyle,,train
/work3/s235253/openaslcropped/AcOCIO6Yvho-00:10:20.119-00:10:26.375.mp4,AcOCIO6Yvho-00:10:20.119-00:10:26.375.mp4,7060,AcOCIO6Yvho-00:10:20.119-00:10:26.375,AcOCIO6Yvho,00:10:20.119,00:10:26.375,The movement's hashtag is #MMIW.,the movement 's hashtag is mmiw,,train
/work3/s235253/openaslcropped/cZJt9T7ZJJ0-00:05:56.189-00:05:59.192.mp4,cZJt9T7ZJJ0-00:05:56.189-00:05:59.192.mp4,20356,cZJt9T7ZJJ0-00:05:56.189-00:05:59.192,cZJt9T7ZJJ0,00:05:56.189,00:05:59.192,People are struggling to find the food they need.,people are struggling to find the food they need,,train
/work3/s235253/openaslcropped/0ulVg4h6W9E-00:00:48.281-00:00:58.091.mp4,0ulVg4h6W9E-00:00:48.281-00:00:58.091.mp4,3141,0ulVg4h6W9E-00:00:48.281-00:00:58.091,0ulVg4h6W9E,00:00:48.281,00:00:58.091,"Florida reported almost 9,000 new cases of Covid-19 today.","florida reported almost 9,000 new cases of covid-19 today",,train
/work3/s235253/openaslcropped/B57Q2xr4Zqs-00:05:20.120-00:05:27.399.mp4,B57Q2xr4Zqs-00:05:20.120-00:05:27.399.mp4,17851,B57Q2xr4Zqs-00:05:20.120-00:05:27.399,B57Q2xr4Zqs,00:05:20.120,00:05:27.399,"A deaf woman in North Carolina, sent us this picture of ice shaped like a beautiful spiral.",a deaf woman in north carolina sent us this picture of ice shaped like a beautiful spiral,,train
/work3/s235253/openaslcropped/9TWvWwI3jG4-00:03:50.957-00:04:06.375.mp4,9TWvWwI3jG4-00:03:50.957-00:04:06.375.mp4,3724,9TWvWwI3jG4-00:03:50.957-00:04:06.375,9TWvWwI3jG4,00:03:50.957,00:04:06.375,"Starting tomorrow, there will be a 16-hour allocation given to senators for them to ask questions in writing.",starting tomorrow there will be a 16-hour allocation given to senators for them to ask questions in writing,,train
/work3/s235253/openaslcropped/5dVs413UwiQ-00:10:17.283-00:10:20.452.mp4,5dVs413UwiQ-00:10:17.283-00:10:20.452.mp4,6255,5dVs413UwiQ-00:10:17.283-00:10:20.452,5dVs413UwiQ,00:10:17.283,00:10:20.452,The woman immediately called 911.,the woman immediately called 911,,train
/work3/s235253/openaslcropped/63hltb-VK6Y-00:02:43.663-00:02:52.572.mp4,63hltb-VK6Y-00:02:43.663-00:02:52.572.mp4,11553,63hltb-VK6Y-00:02:43.663-00:02:52.572,63hltb-VK6Y,00:02:43.663,00:02:52.572,Cordano said she was proud of the deaf ecosystem for providing resources to support each other.,cordano said she was proud of the deaf ecosystem for providing resources to support each other,,train
/work3/s235253/openaslcropped/EiPus06oKy0-00:08:42.360-00:08:47.879.mp4,EiPus06oKy0-00:08:42.360-00:08:47.879.mp4,12298,EiPus06oKy0-00:08:42.360-00:08:47.879,EiPus06oKy0,00:08:42.360,00:08:47.879,He will spend six years in federal prison for using puppies to smuggle heroin.,he will spend six years in federal prison for using puppies to smuggle heroin,,train
/work3/s235253/openaslcropped/fLZ-ZLa67AI-00:04:32.000-00:04:47.759.mp4,fLZ-ZLa67AI-00:04:32.000-00:04:47.759.mp4,15565,fLZ-ZLa67AI-00:04:32.000-00:04:47.759,fLZ-ZLa67AI,00:04:32.000,00:04:47.759,"Those brands include Blue Buffalo, Natural Balance, Nutro and Rachel Ray Nutrish.",those brands include blue buffalo natural balance nutro and rachel ray nutrish,,train
/work3/s235253/openaslcropped/8kr8G6TzCbM-00:05:16.682-00:05:18.752.mp4,8kr8G6TzCbM-00:05:16.682-00:05:18.752.mp4,1198,8kr8G6TzCbM-00:05:16.682-00:05:18.752,8kr8G6TzCbM,00:05:16.682,00:05:18.752,How many acres?,how many acres,,train
/work3/s235253/openaslcropped/045-gE1O_hQ-00:01:25.501-00:01:57.367.mp4,045-gE1O_hQ-00:01:25.501-00:01:57.367.mp4,9733,045-gE1O_hQ-00:01:25.501-00:01:57.367,045-gE1O_hQ,00:01:25.501,00:01:57.367,"The California penal code defines involuntary manslaughter as an unintentional killing of another person, while at the same time committing a crime or a legal act that results in a death.",the california penal code defines involuntary manslaughter as an unintentional killing of another person while at the same time committing a crime or a legal act that results in a death,,train
/work3/s235253/openaslcropped/y0_Id80EZ2Y-00:03:47.860-00:03:50.697.mp4,y0_Id80EZ2Y-00:03:47.860-00:03:50.697.mp4,11490,y0_Id80EZ2Y-00:03:47.860-00:03:50.697,y0_Id80EZ2Y,00:03:47.860,00:03:50.697,She is a big part of the journey.,she is a big part of the journey,,train
/work3/s235253/openaslcropped/CUIp1T0qhWs-00:00:34.826-00:00:42.584.mp4,CUIp1T0qhWs-00:00:34.826-00:00:42.584.mp4,2018,CUIp1T0qhWs-00:00:34.826-00:00:42.584,CUIp1T0qhWs,00:00:34.826,00:00:42.584,"When I watched a 90-second clip of the highlights, it was all goals.",when i watched a 90-second clip of the highlights it was all goals,,train
/work3/s235253/openaslcropped/7xpeNMA_H30-00:07:06.040-00:07:07.360.mp4,7xpeNMA_H30-00:07:06.040-00:07:07.360.mp4,17745,7xpeNMA_H30-00:07:06.040-00:07:07.360,7xpeNMA_H30,00:07:06.040,00:07:07.360,I'm Candace Jones.,i 'm candace jones,,train
/work3/s235253/openaslcropped/4JYInRUHjlY-00:00:07.000-00:00:08.980.mp4,4JYInRUHjlY-00:00:07.000-00:00:08.980.mp4,12464,4JYInRUHjlY-00:00:07.000-00:00:08.980,4JYInRUHjlY,00:00:07.000,00:00:08.980,Hello everyone.,hello everyone,,train
/work3/s235253/openaslcropped/8jjWexiKjCQ-00:13:55.582-00:14:03.332.mp4,8jjWexiKjCQ-00:13:55.582-00:14:03.332.mp4,4683,8jjWexiKjCQ-00:13:55.582-00:14:03.332,8jjWexiKjCQ,00:13:55.582,00:14:03.332,ABC News reported that it  is a 27-year-old man from Honduras.,abc news reported that it is a 27-year-old man from honduras,,train
/work3/s235253/openaslcropped/Exjh4uwEBhM-00:08:32.072-00:08:39.580.mp4,Exjh4uwEBhM-00:08:32.072-00:08:39.580.mp4,4847,Exjh4uwEBhM-00:08:32.072-00:08:39.580,Exjh4uwEBhM,00:08:32.072,00:08:39.580,We will continue protesting for two reasons: we want to end audism and we want to have a Deaf principal to replace the current principal.,we will continue protesting for two reasons we want to end audism and we want to have a deaf principal to replace the current principal,,train
/work3/s235253/openaslcropped/5udliYZHcX4-00:02:30.859-00:02:34.028.mp4,5udliYZHcX4-00:02:30.859-00:02:34.028.mp4,5564,5udliYZHcX4-00:02:30.859-00:02:34.028,5udliYZHcX4,00:02:30.859,00:02:34.028,He is 69 years old.,he is 69 years old,,train
/work3/s235253/openaslcropped/yYYYXAAbH7A-00:11:10.543-00:11:12.797.mp4,yYYYXAAbH7A-00:11:10.543-00:11:12.797.mp4,19013,yYYYXAAbH7A-00:11:10.543-00:11:12.797,yYYYXAAbH7A,00:11:10.543,00:11:12.797,Thank you for sharing.,thank you for sharing,,train
/work3/s235253/openaslcropped/B7ovyGxt_xk-00:07:24.000-00:07:26.115.mp4,B7ovyGxt_xk-00:07:24.000-00:07:26.115.mp4,3625,B7ovyGxt_xk-00:07:24.000-00:07:26.115,B7ovyGxt_xk,00:07:24.000,00:07:26.115,I went to Gallaudet and made it after graduation.,i went to gallaudet and made it after graduation,,train
/work3/s235253/openaslcropped/1t3Hbvflc40-00:11:01.220-00:11:13.279.mp4,1t3Hbvflc40-00:11:01.220-00:11:13.279.mp4,12582,1t3Hbvflc40-00:11:01.220-00:11:13.279,1t3Hbvflc40,00:11:01.220,00:11:13.279,Remember to follow us on all of our social media platforms and be sure to download our app too.,remember to follow us on all of our social media platforms and be sure to download our app too,,train
/work3/s235253/openaslcropped/AdDxgNZ7nC0-00:05:22.855-00:05:28.661.mp4,AdDxgNZ7nC0-00:05:22.855-00:05:28.661.mp4,1942,AdDxgNZ7nC0-00:05:22.855-00:05:28.661,AdDxgNZ7nC0,00:05:22.855,00:05:28.661,It is possible the entire apartment will have to be demolished.,it is possible the entire apartment will have to be demolished,,train
/work3/s235253/openaslcropped/9sFoofToRqM-00:13:25.707-00:13:41.457.mp4,9sFoofToRqM-00:13:25.707-00:13:41.457.mp4,5365,9sFoofToRqM-00:13:25.707-00:13:41.457,9sFoofToRqM,00:13:25.707,00:13:41.457,"I will not be sending eBlasts, but you should follow  The Daily Moth  on Facebook or subscribe to  The Daily Moth  on YouTube for the latest.",i will not be sending eblasts but you should follow the daily moth on facebook or subscribe to the daily moth on youtube for the latest,,train
/work3/s235253/openaslcropped/9GhUO_jopI0-00:07:00.199-00:07:15.279.mp4,9GhUO_jopI0-00:07:00.199-00:07:15.279.mp4,21937,9GhUO_jopI0-00:07:00.199-00:07:15.279,9GhUO_jopI0,00:07:00.199,00:07:15.279,Britons spending time less time outdoors as a result of the coronavirus pandemic have been urged to take vitamin D supplements to protect their health.,britons spending time less time outdoors as a result of the coronavirus pandemic have been urged to take vitamin d supplements to protect their health,,train
/work3/s235253/openaslcropped/hDwx7q8PybM-00:07:57.685-00:08:10.781.mp4,hDwx7q8PybM-00:07:57.685-00:08:10.781.mp4,8948,hDwx7q8PybM-00:07:57.685-00:08:10.781,hDwx7q8PybM,00:07:57.685,00:08:10.781,"CBS News reported that the  Easy Fire is now 10% contained and that it s burned over 1,700  acres.","cbs news reported that the easy fire is now 10% contained and that it s burned over 1,700 acres",,train
/work3/s235253/openaslcropped/1aIPXe8ETE0-00:06:07.720-00:06:18.040.mp4,1aIPXe8ETE0-00:06:07.720-00:06:18.040.mp4,22607,1aIPXe8ETE0-00:06:07.720-00:06:18.040,1aIPXe8ETE0,00:06:07.720,00:06:18.040,People who bought them are asked to throw them out or return them to the stores they bought them.,people who bought them are asked to throw them out or return them to the stores they bought them,,train
/work3/s235253/openaslcropped/ezAvfUPI1To-00:06:56.199-00:07:00.199.mp4,ezAvfUPI1To-00:06:56.199-00:07:00.199.mp4,14728,ezAvfUPI1To-00:06:56.199-00:07:00.199,ezAvfUPI1To,00:06:56.199,00:07:00.199,Kate Spade was 55 years old.,kate spade was 55 years old,,train
/work3/s235253/openaslcropped/8jjWexiKjCQ-00:12:06.416-00:12:07.803.mp4,8jjWexiKjCQ-00:12:06.416-00:12:07.803.mp4,4664,8jjWexiKjCQ-00:12:06.416-00:12:07.803,8jjWexiKjCQ,00:12:06.416,00:12:07.803,Utah Gov.,utah gov.,,train
/work3/s235253/openaslcropped/FmuUP-ysNRY-00:13:02.749-00:13:05.518.mp4,FmuUP-ysNRY-00:13:02.749-00:13:05.518.mp4,8410,FmuUP-ysNRY-00:13:02.749-00:13:05.518,FmuUP-ysNRY,00:13:02.749,00:13:05.518,That is all the top stories for today.,that is all the top stories for today,,train
/work3/s235253/openaslcropped/0QgDWB3M47g-00:04:25.399-00:04:31.980.mp4,0QgDWB3M47g-00:04:25.399-00:04:31.980.mp4,17815,0QgDWB3M47g-00:04:25.399-00:04:31.980,0QgDWB3M47g,00:04:25.399,00:04:31.980,Yesterday in the US almost 20 thousand new cases of coronavirus were identified.,yesterday in the us almost 20 thousand new cases of coronavirus were identified,,train
/work3/s235253/openaslcropped/zPiE-DdEphM-00:02:02.989-00:02:17.704.mp4,zPiE-DdEphM-00:02:02.989-00:02:17.704.mp4,5299,zPiE-DdEphM-00:02:02.989-00:02:17.704,zPiE-DdEphM,00:02:02.989,00:02:17.704,"A Houston-area OBGYN doctor, Adeline Fagan, passed away on Saturday from the coronavirus.",a houston area obgyn doctor adeline fagan passed away on saturday from the coronavirus,,train
/work3/s235253/openaslcropped/j2iRHiIYtTg-00:05:47.814-00:05:49.011.mp4,j2iRHiIYtTg-00:05:47.814-00:05:49.011.mp4,8836,j2iRHiIYtTg-00:05:47.814-00:05:49.011,j2iRHiIYtTg,00:05:47.814,00:05:49.011,Ask the students.,ask the students,,train
/work3/s235253/openaslcropped/0JWnUGQrtIs-00:02:49.919-00:02:53.120.mp4,0JWnUGQrtIs-00:02:49.919-00:02:53.120.mp4,23163,0JWnUGQrtIs-00:02:49.919-00:02:53.120,0JWnUGQrtIs,00:02:49.919,00:02:53.120,Look at me when I'm talking to you!,look at me when i 'm talking to you,,train
/work3/s235253/openaslcropped/yLfw4Ickjcg-00:06:34.079-00:06:45.579.mp4,yLfw4Ickjcg-00:06:34.079-00:06:45.579.mp4,22329,yLfw4Ickjcg-00:06:34.079-00:06:45.579,yLfw4Ickjcg,00:06:34.079,00:06:45.579,Burger King says it will start expanding the Impossible Burger to more markets soon with the goal of making it national by the end of this year.,burger king says it will start expanding the impossible burger to more markets soon with the goal of making it national by the end of this year,,train
/work3/s235253/openaslcropped/DxIpPTZM-tw-00:05:42.639-00:05:51.160.mp4,DxIpPTZM-tw-00:05:42.639-00:05:51.160.mp4,17194,DxIpPTZM-tw-00:05:42.639-00:05:51.160,DxIpPTZM-tw,00:05:42.639,00:05:51.160,Thank you Sign1News Fans for downloading the Sign1News app and posting your selfies.,thank you sign1news fans for downloading the sign1news app and posting your selfies,,train
/work3/s235253/openaslcropped/9C82salEk7w-00:02:46.123-00:02:57.175.mp4,9C82salEk7w-00:02:46.123-00:02:57.175.mp4,20978,9C82salEk7w-00:02:46.123-00:02:57.175,9C82salEk7w,00:02:46.123,00:02:57.175,Gabbard framed Harris as an oppressor against people charged with crimes.,gabbard framed harris as an oppressor against people charged with crimes,,train
